"Scientific.Name","Occurrence","other.rank","matched.ID","kingdom.inat.ID","phylum.inat.ID","class.inat.ID","order.inat.ID","family.inat.ID","genus.inat.ID","species.inat.ID","kingdom.science","phylum.science","class.science","order.science","family.science","genus.science","species.science","kingdom.common","phylum.common","class.common","order.common","family.common","genus.common","species.common","category"
"Athene cunicularia","Present","","19975","1","2","3","19350","19728","19974","19975","Animalia","Chordata","Aves","Strigiformes","Strigidae","Athene","Athene cunicularia","Animals","Chordates","Birds","Owls","Typical Owls","","Burrowing Owl","Bird"
"Bubo virginianus","Present","","20044","1","2","3","19350","19728","20034","20044","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo","Bubo virginianus","Animals","Chordates","Birds","Owls","Typical Owls","Eagle-Owls and Horned Owls","Great Horned Owl","Bird"
"Glaucidium gnoma","Present","","19812","1","2","3","19350","19728","19803","19812","Animalia","Chordata","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium gnoma","Animals","Chordates","Birds","Owls","Typical Owls","Pygmy-Owls","Northern Pygmy-Owl","Bird"
"Nyctea scandiaca","Unconfirmed","","144594","1","2","3","19350","19728","20034","144594","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo","Bubo scandiacus","Animals","Chordates","Birds","Owls","Typical Owls","Eagle-Owls and Horned Owls","Snowy Owl","Bird"
"Otus kennicottii","Present","","19743","1","2","3","19350","19728","19729","19743","Animalia","Chordata","Aves","Strigiformes","Strigidae","Megascops","Megascops kennicottii","Animals","Chordates","Birds","Owls","Typical Owls","Screech-Owls","Western Screech-Owl","Bird"
"Strix occidentalis caurina","Present","","117760","1","2","3","19350","19728","19885","19959","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis","Animals","Chordates","Birds","Owls","Typical Owls","Earless Owls","Spotted Owl","Bird"
"Strix varia","Present","","19893","1","2","3","19350","19728","19885","19893","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix varia","Animals","Chordates","Birds","Owls","Typical Owls","Earless Owls","Barred Owl","Bird"
"Tyto alba","Present","","20445","1","2","3","19350","20413","20414","20445","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba","Animals","Chordates","Birds","Owls","Barn-Owls","","Barn Owl","Bird"
"Fregata magnificens","Unconfirmed","","4631","1","2","3","71268","4628","4629","4631","Animalia","Chordata","Aves","Suliformes","Fregatidae","Fregata","Fregata magnificens","Animals","Chordates","Birds","Gannets, Cormorants, and Allies","Frigatebirds","Frigatebirds","Magnificent Frigatebird","Bird"
"Phalacrocorax auritus","Present","","4265","1","2","3","71268","4262","4263","4265","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax auritus","Animals","Chordates","Birds","Gannets, Cormorants, and Allies","Cormorants and Shags","Typical Cormorants and Shags","Double-crested Cormorant","Bird"
"Phalacrocorax pelagicus","Present","","4283","1","2","3","71268","4262","4263","4283","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax pelagicus","Animals","Chordates","Birds","Gannets, Cormorants, and Allies","Cormorants and Shags","Typical Cormorants and Shags","Pelagic Cormorant","Bird"
"Phalacrocorax penicillatus","Present","","4277","1","2","3","71268","4262","4263","4277","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax penicillatus","Animals","Chordates","Birds","Gannets, Cormorants, and Allies","Cormorants and Shags","Typical Cormorants and Shags","Brandt's Cormorant","Bird"
"Elgaria coerulea","Present","","32064","1","2","26036","26172","31888","32049","32064","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria coerulea","Animals","Chordates","Reptiles","Lizards and Snakes","Alligator Lizards and Legless Lizards","Alligator Lizards","Northern Alligator Lizard","Herp"
"Elgaria multicarinata","Present","","32055","1","2","26036","26172","31888","32049","32055","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria multicarinata","Animals","Chordates","Reptiles","Lizards and Snakes","Alligator Lizards and Legless Lizards","Alligator Lizards","Southern Alligator Lizard","Herp"
"Charina bottae","Present","","243962","1","2","26036","26172","32080","32103","243962","Animalia","Chordata","Reptilia","Squamata","Boidae","Charina","Charina bottae","Animals","Chordates","Reptiles","Lizards and Snakes","Boas","Rubber Boas","Northern Rubber Boa","Herp"
"Coluber constrictor mormon","Present","","200661","1","2","26036","26172","26504","27030","27137","Animalia","Chordata","Reptilia","Squamata","Colubridae","Coluber","Coluber constrictor","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","","Racer","Herp"
"Contia tenuis","Present","","26916","1","2","26036","26172","26504","26914","26916","Animalia","Chordata","Reptilia","Squamata","Colubridae","Contia","Contia tenuis","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","Sharp-tailed Snakes","Sharp-tailed Snake","Herp"
"Diadophis punctatus","Present","","26575","1","2","26036","26172","26504","26574","26575","Animalia","Chordata","Reptilia","Squamata","Colubridae","Diadophis","Diadophis punctatus","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","","Ringneck Snake","Herp"
"Lampropeltis getula","Present","","29813","1","2","26036","26172","26504","29768","29813","Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis","Lampropeltis getula","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","Kingsnakes and Milk Snakes","Common Kingsnake","Herp"
"Masticophis lateralis","Unconfirmed","","146034","1","2","26036","26172","26504","27030","146034","Animalia","Chordata","Reptilia","Squamata","Colubridae","Coluber","Coluber lateralis","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","","Striped Racer","Herp"
"Pituophis catenifer","Present","","29044","1","2","26036","26172","26504","29033","29044","Animalia","Chordata","Reptilia","Squamata","Colubridae","Pituophis","Pituophis catenifer","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","Pine, Gopher, & Bullsnakes","Gopher Snake","Herp"
"Thamnophis atratus","Present","","28418","1","2","26036","26172","26504","28339","28418","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis atratus","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","Garter Snakes","Aquatic Garter Snake","Herp"
"Thamnophis couchii","Present","","28425","1","2","26036","26172","26504","28339","28425","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis couchii","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","Garter Snakes","Western Aquatic Garter Snake","Herp"
"Thamnophis elegans terrestris","Present","","154386","1","2","26036","26172","26504","28339","28398","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","Garter Snakes","Western Terrestrial Garter Snake","Herp"
"Thamnophis sirtalis","Present","","28362","1","2","26036","26172","26504","28339","28362","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis sirtalis","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","Garter Snakes","Common Garter Snake","Herp"
"Phrynosoma coronatum frontale","Unconfirmed","","243836","1","2","26036","26172","36074","36299","243836","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Phrynosoma","Phrynosoma coronatum","Animals","Chordates","Reptiles","Lizards and Snakes","Phrynosomatid Lizards","Horned Lizards","Coast Horned Lizard","Herp"
"Sceloporus occidentalis","Present","","36204","1","2","26036","26172","36074","36141","36204","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus","Sceloporus occidentalis","Animals","Chordates","Reptiles","Lizards and Snakes","Phrynosomatid Lizards","Spiny Lizards","Western Fence Lizard","Herp"
"Eumeces skiltonianus","Present","","73791","1","2","26036","26172","36982","37763","37769","Animalia","Chordata","Reptilia","Squamata","Scincidae","Plestiodon","Plestiodon skiltonianus","Animals","Chordates","Reptiles","Lizards and Snakes","Skinks","Toothy Skinks","Western Skink","Herp"
"Crotalus viridis","Present","","81526","1","2","26036","26172","30667","30692","81526","Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","Crotalus viridis","Animals","Chordates","Reptiles","Lizards and Snakes","Vipers","Rattlesnakes","Prairie Rattlesnake","Herp"
"Actinemys marmorata","Present","","73592","1","2","26036","39532","39760","71788","73592","Animalia","Chordata","Reptilia","Testudines","Emydidae","Actinemys","Actinemys marmorata","Animals","Chordates","Reptiles","Turtles and Tortoises","Pond and Box Turtles","","Western Pond Turtle","Herp"
"Chrysemys picta","Unconfirmed","","39771","1","2","26036","39532","39760","39770","39771","Animalia","Chordata","Reptilia","Testudines","Emydidae","Chrysemys","Chrysemys picta","Animals","Chordates","Reptiles","Turtles and Tortoises","Pond and Box Turtles","","Painted Turtle","Herp"
"Trachemys scripta","Present","","39782","1","2","26036","39532","39760","39776","39782","Animalia","Chordata","Reptilia","Testudines","Emydidae","Trachemys","Trachemys scripta","Animals","Chordates","Reptiles","Turtles and Tortoises","Pond and Box Turtles","Slider Turtles","Pond Slider","Herp"
"Bufo boreas","Present","","64970","1","2","20978","20979","21359","64747","64970","Animalia","Chordata","Amphibia","Anura","Bufonidae","Anaxyrus","Anaxyrus boreas","Animals","Chordates","Amphibians","Frogs and Toads","True Toads","North American Toads","Western Toad","Herp"
"Pseudacris regilla","Present","","24259","1","2","20978","20979","23540","24253","24259","Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris","Pseudacris regilla","Animals","Chordates","Amphibians","Frogs and Toads","Tree Frogs and Allies","Chorus Frogs","Northern Pacific Treefrog","Herp"
"Lithobates catesbeianus","Present","","65979","1","2","20978","20979","25473","60340","65979","Animalia","Chordata","Amphibia","Anura","Ranidae","Lithobates","Lithobates catesbeianus","Animals","Chordates","Amphibians","Frogs and Toads","True Frogs","American Water Frogs","American Bullfrog","Herp"
"Rana aurora draytonii","Present","","67016","1","2","20978","20979","25473","25474","67016","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana draytonii","Animals","Chordates","Amphibians","Frogs and Toads","True Frogs","Pond Frogs","California Red-legged Frog","Herp"
"Rana boylii","Not In Park","","25646","1","2","20978","20979","25473","25474","25646","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana boylii","Animals","Chordates","Amphibians","Frogs and Toads","True Frogs","Pond Frogs","Foothill Yellow-legged Frog","Herp"
"Ambystoma tigrinum","Not In Park","","26749","1","2","20978","26718","26720","26721","26749","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma","Ambystoma tigrinum","Animals","Chordates","Amphibians","Salamanders","Mole Salamanders","Mole Salamanders","Tiger Salamander","Herp"
"Dicamptodon ensatus","Present","","26823","1","2","20978","26718","26720","26816","26823","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Dicamptodon","Dicamptodon ensatus","Animals","Chordates","Amphibians","Salamanders","Mole Salamanders","Pacific Giant Salamanders","California Giant Salamander","Herp"
"Aneides flavipunctatus","Unconfirmed","","134308","1","2","20978","26718","26909","27422","134308","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Aneides","Aneides flavipunctatus","Animals","Chordates","Amphibians","Salamanders","Lungless Salamanders","Climbing Salamanders","Black Salamander","Herp"
"Aneides lugubris","Present","","27427","1","2","20978","26718","26909","27422","27427","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Aneides","Aneides lugubris","Animals","Chordates","Amphibians","Salamanders","Lungless Salamanders","Climbing Salamanders","Arboreal Salamander","Herp"
"Batrachoseps attenuatus","Present","","27459","1","2","20978","26718","26909","27444","27459","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps attenuatus","Animals","Chordates","Amphibians","Salamanders","Lungless Salamanders","Slender Salamanders","California Slender Salamander","Herp"
"Ensatina eschscholtzii","Present","","27250","1","2","20978","26718","26909","27248","27250","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Ensatina","Ensatina eschscholtzii","Animals","Chordates","Amphibians","Salamanders","Lungless Salamanders","","Ensatina","Herp"
"Taricha granulosa","Present","","27826","1","2","20978","26718","27701","27816","27826","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha granulosa","Animals","Chordates","Amphibians","Salamanders","Newts","Pacific Newts","Rough-skinned Newt","Herp"
"Taricha torosa","Present","","27818","1","2","20978","26718","27701","27816","27818","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha torosa","Animals","Chordates","Amphibians","Salamanders","Newts","Pacific Newts","California Newt","Herp"
"Acipenser medirostris","Probably Present","","93183","1","2","47178","49824","49825","49826","93183","Animalia","Chordata","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser","Acipenser medirostris","Animals","Chordates","Ray-finned Fishes","Sturgeons and Paddlefishes","Sturgeons","","Green Sturgeon","Fish"
"Acipenser transmontanus","Present","","93194","1","2","47178","49824","49825","49826","93194","Animalia","Chordata","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser","Acipenser transmontanus","Animals","Chordates","Ray-finned Fishes","Sturgeons and Paddlefishes","Sturgeons","","White Sturgeon","Fish"
"Ophichthus triserialis","Present","","54682","1","2","47178","47314","49249","54683","54682","Animalia","Chordata","Actinopterygii","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus triserialis","Animals","Chordates","Ray-finned Fishes","True Eels","Snake Eels","","Spotted snake eel","Fish"
"Atherinops affinis","Present","","94801","1","2","47178","85506","85612","86718","94801","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Atherinops","Atherinops affinis","Animals","Chordates","Ray-finned Fishes","Silversides","Neotropical Silversides","","Topsmelt Silverside","Fish"
"Atherinopsis californiensis","Present","","94802","1","2","47178","85506","85612","86719","94802","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Atherinopsis","Atherinopsis californiensis","Animals","Chordates","Ray-finned Fishes","Silversides","Neotropical Silversides","","Jack Silverside","Fish"
"Leuresthes tenuis","Present","","117572","1","2","47178","85506","85612","89504","117572","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Leuresthes","Leuresthes tenuis","Animals","Chordates","Ray-finned Fishes","Silversides","Neotropical Silversides","","California Grunion","Fish"
"Alepisaurus ferox","Present","","93644","1","2","47178","49409","85566","86319","93644","Animalia","Chordata","Actinopterygii","Aulopiformes","Alepisauridae","Alepisaurus","Alepisaurus ferox","Animals","Chordates","Ray-finned Fishes","Grinners, Lizardfishes and Allies","Lancetfishes","","Longnose Lancetfish","Fish"
"Synodus lucioceps","Present","","113700","1","2","47178","49409","49410","49411","113700","Animalia","Chordata","Actinopterygii","Aulopiformes","Synodontidae","Synodus","Synodus lucioceps","Animals","Chordates","Ray-finned Fishes","Grinners, Lizardfishes and Allies","Lizardfishes","","California Lizardfish","Fish"
"Porichthys notatus","Present","","60021","1","2","47178","51373","51374","60022","60021","Animalia","Chordata","Actinopterygii","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys notatus","Animals","Chordates","Ray-finned Fishes","Toadfishes","Toadfishes","Midshipmen","Plainfin Midshipman","Fish"
"Strongylura exilis","Probably Present","","113307","1","2","47178","51485","52461","92278","113307","Animalia","Chordata","Actinopterygii","Beloniformes","Belonidae","Strongylura","Strongylura exilis","Animals","Chordates","Ray-finned Fishes","Needlefishes and Relatives","Needlefishes","","","Fish"
"Galeorhinus galeus","Probably Present","","101176","1","2","196614","48069","49965","88439","101176","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Galeorhinus","Galeorhinus galeus","Animals","Chordates","Cartilaginous Fishes","Ground Sharks","Houndsharks","","School Shark","Fish"
"Mustelus californicus","Present","","106254","1","2","196614","48069","49965","49966","106254","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Mustelus","Mustelus californicus","Animals","Chordates","Cartilaginous Fishes","Ground Sharks","Houndsharks","Smooth-Hounds","Grey Smooth-hound","Fish"
"Mustelus henlei","Present","","106258","1","2","196614","48069","49965","49966","106258","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Mustelus","Mustelus henlei","Animals","Chordates","Cartilaginous Fishes","Ground Sharks","Houndsharks","Smooth-Hounds","Brown Smooth-hound","Fish"
"Triakis semifasciata","Present","","52297","1","2","196614","48069","49965","52298","52297","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Triakis","Triakis semifasciata","Animals","Chordates","Cartilaginous Fishes","Ground Sharks","Houndsharks","","Leopard Shark","Fish"
"Alosa sapidissima","Present","","49243","1","2","47178","49235","49236","49237","49243","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa","Alosa sapidissima","Animals","Chordates","Ray-finned Fishes","Herrings","Herrings, Shads, Sardines, and Menhadens","","American shad","Fish"
"Clupea pallasii","Present","","117571","1","2","47178","49235","49236","87532","117571","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Animals","Chordates","Ray-finned Fishes","Herrings","Herrings, Shads, Sardines, and Menhadens","","Pacific herring","Fish"
"Dorosoma petenense","Present","","99545","1","2","47178","49235","49236","88030","99545","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Dorosoma","Dorosoma petenense","Animals","Chordates","Ray-finned Fishes","Herrings","Herrings, Shads, Sardines, and Menhadens","","Threadfin Shad","Fish"
"Sardinops sagax","Present","","55535","1","2","47178","49235","49236","55543","55535","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax","Animals","Chordates","Ray-finned Fishes","Herrings","Herrings, Shads, Sardines, and Menhadens","","Australian Sardine","Fish"
"Engraulis mordax","Present","","63770","1","2","47178","49235","51911","51912","63770","Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Animals","Chordates","Ray-finned Fishes","Herrings","Anchovies","","Northern Anchovy","Fish"
"Catostomus occidentalis","Present","","67613","1","2","47178","49216","58661","67614","67613","Animalia","Chordata","Actinopterygii","Cypriniformes","Catostomidae","Catostomus","Catostomus occidentalis","Animals","Chordates","Ray-finned Fishes","Minnows, Carp, and Allies","Suckers","Common Suckers","Sacramento Sucker","Fish"
"Carassius auratus","Present","","58612","1","2","47178","49216","49609","58617","58612","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Carassius","Carassius auratus","Animals","Chordates","Ray-finned Fishes","Minnows, Carp, and Allies","Minnows and Carps","","Goldfish","Fish"
"Cyprinus carpio","Present","","53911","1","2","47178","49216","49609","53912","53911","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus carpio","Animals","Chordates","Ray-finned Fishes","Minnows, Carp, and Allies","Minnows and Carps","Typical Carps","European Carp","Fish"
"Hesperoleucus symmetricus","Present","","67610","1","2","47178","49216","49609","67611","67610","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Hesperoleucus","Hesperoleucus symmetricus","Animals","Chordates","Ray-finned Fishes","Minnows, Carp, and Allies","Minnows and Carps","California roaches","California Roach","Fish"
"Hypophthalmichthys molitrix","Present","","128274","1","2","47178","49216","49609","89019","128274","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Hypophthalmichthys","Hypophthalmichthys molitrix","Animals","Chordates","Ray-finned Fishes","Minnows, Carp, and Allies","Minnows and Carps","","Silver Carp","Fish"
"Lavinia exilicauda","Present","","104127","1","2","47178","49216","49609","89368","104127","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Lavinia","Lavinia exilicauda","Animals","Chordates","Ray-finned Fishes","Minnows, Carp, and Allies","Minnows and Carps","","Hitch","Fish"
"Notemigonus crysoleucas","Present","","51351","1","2","47178","49216","49609","51352","51351","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notemigonus","Notemigonus crysoleucas","Animals","Chordates","Ray-finned Fishes","Minnows, Carp, and Allies","Minnows and Carps","","Golden Shiner","Fish"
"Orthodon microlepidotus","Present","","107997","1","2","47178","49216","49609","90529","107997","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Orthodon","Orthodon microlepidotus","Animals","Chordates","Ray-finned Fishes","Minnows, Carp, and Allies","Minnows and Carps","","Sacramento blackfish","Fish"
"Pimephales promelas","Present","","109536","1","2","47178","49216","49609","58625","109536","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Pimephales","Pimephales promelas","Animals","Chordates","Ray-finned Fishes","Minnows, Carp, and Allies","Minnows and Carps","","Fathead Minnow","Fish"
"Pogonichthys argyreiosus","Not In Park","","109930","1","2","47178","49216","49609","91199","109930","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Pogonichthys","Pogonichthys macrolepidotus","Animals","Chordates","Ray-finned Fishes","Minnows, Carp, and Allies","Minnows and Carps","","Sacramento Splittail","Fish"
"Lucania parva","Present","","104824","1","2","47178","49333","58647","89626","104824","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Fundulidae","Lucania","Lucania parva","Animals","Chordates","Ray-finned Fishes","Rivulines, Killifishes, and Livebearers","Topminnows","","Rainwater killifish","Fish"
"Gambusia affinis","Present","","59115","1","2","47178","49333","59116","59117","59115","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis","Animals","Chordates","Ray-finned Fishes","Rivulines, Killifishes, and Livebearers","Livebearers and Lampeyes","Mosquitofish","Western Mosquitofish","Fish"
"Microgadus proximus","Present","","117569","1","2","47178","63741","63742","89921","117569","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Microgadus","Microgadus proximus","Animals","Chordates","Ray-finned Fishes","Cods","Cods and Haddocks","","Pacific Tomcod","Fish"
"Merluccius productus","Present","","105599","1","2","47178","63741","82352","82353","105599","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius productus","Animals","Chordates","Ray-finned Fishes","Cods","Merlucciid Hakes","","Pacific Hake","Fish"
"Gasterosteus aculeatus","Present","","48403","1","2","47178","48406","48405","48404","48403","Animalia","Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Animals","Chordates","Ray-finned Fishes","Sticklebacks and Seamoths","Sticklebacks and Allies","Threespine Sticklebacks","Three-spined Stickleback","Fish"
"Syngnathus leptorhynchus","Present","","54538","1","2","47178","47245","49106","54539","54538","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus leptorhynchus","Animals","Chordates","Ray-finned Fishes","Pipefishes and Allies","Pipefishes and Seahorses","","Bay Pipefish","Fish"
"Hexanchus griseus","Present","","102743","1","2","196614","47311","85823","88895","102743","Animalia","Chordata","Chondrichthyes","Hexanchiformes","Hexanchidae","Hexanchus","Hexanchus griseus","Animals","Chordates","Cartilaginous Fishes","Frilled and Cow Sharks","Cow Sharks","Sixgill Sharks","Bluntnose Sixgill Shark","Fish"
"Alopias vulpinus","Present","","93696","1","2","196614","50870","68054","68055","93696","Animalia","Chordata","Chondrichthyes","Lamniformes","Alopiidae","Alopias","Alopias vulpinus","Animals","Chordates","Cartilaginous Fishes","Mackerel Sharks","Thresher Sharks","","Thresher Shark","Fish"
"Carcharodon carcharias","Present","","50873","1","2","196614","50870","50874","50875","50873","Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Carcharodon","Carcharodon carcharias","Animals","Chordates","Cartilaginous Fishes","Mackerel Sharks","Mackerel Sharks","","White Shark","Fish"
"Lamna ditropis","Present","","62739","1","2","196614","50870","50874","62740","62739","Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Lamna","Lamna ditropis","Animals","Chordates","Cartilaginous Fishes","Mackerel Sharks","Mackerel Sharks","","Salmon Shark","Fish"
"Trachipteridae","","genus","105599","1","2","47178","63741","82352","82353","","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","","Animals","Chordates","Ray-finned Fishes","Cods","Merlucciid Hakes","","","Fish"
"Myliobatis californica","Present","","51491","1","2","196614","196615","49298","49312","51491","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Myliobatidae","Myliobatis","Myliobatis californica","Animals","Chordates","Cartilaginous Fishes","Stingrays","Eagle Rays","","Bat Ray","Fish"
"Chilara taylori","Present","","97375","1","2","47178","47391","85466","87405","97375","Animalia","Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Chilara","Chilara taylori","Animals","Chordates","Ray-finned Fishes","Cusk-eels","Cusk-eels","","Spotted Cusk-eel","Fish"
"Allosmerus elongatus","Present","","213065","1","2","47178","49887","85949","86351","213065","Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Allosmerus","Allosmerus elongatus","Animals","Chordates","Ray-finned Fishes","Smelts and Allies","Smelts","","Whitebait Smelt","Fish"
"Hypomesus pretiosus","Present","","117566","1","2","47178","49887","85949","89017","117566","Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Hypomesus","Hypomesus pretiosus","Animals","Chordates","Ray-finned Fishes","Smelts and Allies","Smelts","","Surf Smelt","Fish"
"Hypomesus transpacificus","Present","","103144","1","2","47178","49887","85949","89017","103144","Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Hypomesus","Hypomesus transpacificus","Animals","Chordates","Ray-finned Fishes","Smelts and Allies","Smelts","","Delta Smelt","Fish"
"Spirinchus starksi","Probably Present","","117567","1","2","47178","49887","85949","92173","117567","Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Spirinchus","Spirinchus starksi","Animals","Chordates","Ray-finned Fishes","Smelts and Allies","Smelts","","Night Smelt","Fish"
"Spirinchus thaleichthys","Present","","112983","1","2","47178","49887","85949","92173","112983","Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Spirinchus","Spirinchus thaleichthys","Animals","Chordates","Ray-finned Fishes","Smelts and Allies","Smelts","","Longfin Smelt","Fish"
"Ammodytes hexapterus","Present","","130238","1","2","47178","47233","85574","86396","130238","Animalia","Chordata","Actinopterygii","Perciformes","Ammodytidae","Ammodytes","Ammodytes hexapterus","Animals","Chordates","Ray-finned Fishes","Perch-like Fishes","Sand Lances","","Pacific Sand Lance","Fish"
"Anarrhichthys ocellatus","Present","","60635","1","2","47178","47233","60633","60634","60635","Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys","Anarrhichthys ocellatus","Animals","Chordates","Ray-finned Fishes","Perch-like Fishes","Wolffishes","","Wolf Eel","Fish"
"Rathbunella alleni","Probably Present","","317331","1","2","47178","47233","85629","91656","317331","Animalia","Chordata","Actinopterygii","Perciformes","Bathymasteridae","Rathbunella","Rathbunella alleni","Animals","Chordates","Ray-finned Fishes","Perch-like Fishes","Ronquils","","Rough Ronquil","Fish"
"Trachurus symmetricus","Present","","114274","1","2","47178","47233","47232","92583","114274","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus symmetricus","Animals","Chordates","Ray-finned Fishes","Perch-like Fishes","Jacks","","Pacific Jack Mackerel","Fish"
"Archoplites interruptus","Present","","94516","1","2","47178","47233","49588","86604","94516","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","Archoplites","Archoplites interruptus","Animals","Chordates","Ray-finned Fishes","Perch-like Fishes","Sunfishes","","Sacramento Perch","Fish"
"Lepomis cyanellus","Present","","58636","1","2","47178","47233","49588","49592","58636","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","Lepomis","Lepomis cyanellus","Animals","Chordates","Ray-finned Fishes","Perch-like Fishes","Sunfishes","","Green Sunfish","Fish"
