"kingdom.inat.ID","phylum.inat.ID","class.inat.ID","order.inat.ID","family.inat.ID","genus.inat.ID","species.inat.ID","kingdom.science","phylum.science","class.science","order.science","family.science","genus.science","species.science","kingdom.common","phylum.common","class.common","order.common","family.common","genus.common","species.common","category","original.inat.taxonID","scientificName","taxonRank","kingdom","phylum","class","order","family","genus","speciesFixed","total_obs","user_obs","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Scientific.Name","Occurrence","other.rank","matched.ID"
"1","2","196614","196615","49298","49312","51491","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Myliobatidae","Myliobatis","Myliobatis californica","Animals","Chordates","Cartilaginous Fishes","Stingrays","Eagle Rays","","Bat Ray","Fish",51491,"Myliobatis californica","species","Animalia","Chordata","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatis","Myliobatis californica",5,5,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,"Myliobatis californica","Present","",51491
"1","2","196614","47272","48408","48407","111517","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja","Raja binoculata","Animals","Chordates","Cartilaginous Fishes","Skates and Guitarfishes","Hardnose Skates","","Big Skate","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raja binoculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raja binoculata","Present","",111517
"1","2","196614","47272","48408","48407","111524","Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja","Raja inornata","Animals","Chordates","Cartilaginous Fishes","Skates and Guitarfishes","Hardnose Skates","","California Skate","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raja inornata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raja inornata","Present","",111524
"1","2","196614","47272","48412","48411","48401","Animalia","Chordata","Chondrichthyes","Rajiformes","Rhinobatidae","Platyrhinoidis","Platyrhinoidis triseriata","Animals","Chordates","Cartilaginous Fishes","Skates and Guitarfishes","Guitarfishes","","Thornback Guitarfish","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Platyrhinoidis triseriata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Platyrhinoidis triseriata","Present","",48401
"1","2","196614","47311","85823","88895","102743","Animalia","Chordata","Chondrichthyes","Hexanchiformes","Hexanchidae","Hexanchus","Hexanchus griseus","Animals","Chordates","Cartilaginous Fishes","Frilled and Cow Sharks","Cow Sharks","Sixgill Sharks","Bluntnose Sixgill Shark","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hexanchus griseus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hexanchus griseus","Present","",102743
"1","2","196614","47311","85823","90369","107194","Animalia","Chordata","Chondrichthyes","Hexanchiformes","Hexanchidae","Notorynchus","Notorynchus cepedianus","Animals","Chordates","Cartilaginous Fishes","Frilled and Cow Sharks","Cow Sharks","","Broadnose Shark","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Notorynchus cepedianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Notorynchus maculatus","Present","",107194
"1","2","196614","48069","49965","49966","106254","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Mustelus","Mustelus californicus","Animals","Chordates","Cartilaginous Fishes","Ground Sharks","Houndsharks","Smooth-Hounds","Grey Smooth-hound","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mustelus californicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mustelus californicus","Present","",106254
"1","2","196614","48069","49965","49966","106258","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Mustelus","Mustelus henlei","Animals","Chordates","Cartilaginous Fishes","Ground Sharks","Houndsharks","Smooth-Hounds","Brown Smooth-hound","Fish",106258,"Mustelus henlei","species","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","Mustelus henlei",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Mustelus henlei","Present","",106258
"1","2","196614","48069","49965","52298","52297","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Triakis","Triakis semifasciata","Animals","Chordates","Cartilaginous Fishes","Ground Sharks","Houndsharks","","Leopard Shark","Fish",52297,"Triakis semifasciata","species","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Triakis","Triakis semifasciata",4,4,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,"Triakis semifasciata","Present","",52297
"1","2","196614","50870","50874","50875","50873","Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Carcharodon","Carcharodon carcharias","Animals","Chordates","Cartilaginous Fishes","Mackerel Sharks","Mackerel Sharks","","White Shark","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carcharodon carcharias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carcharodon carcharias","Present","",50873
"1","2","196614","52309","52310","52311","52306","Animalia","Chordata","Chondrichthyes","Squaliformes","Squalidae","Squalus","Squalus acanthias","Animals","Chordates","Cartilaginous Fishes","Squaliform Sharks","Dogfish Sharks","Spurdogs","Whitespotted Dogfish","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Squalus acanthias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Squalus acanthias","Probably Present","",52306
"1","2","196614","85544","86077","92191","113051","Animalia","Chordata","Chondrichthyes","Squatiniformes","Squatinidae","Squatina","Squatina californica","Animals","Chordates","Cartilaginous Fishes","Angel Sharks","Angel Sharks","Angel Sharks","Pacific Angelshark","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Squatina californica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Squatina californica","Present","",113051
"1","2","20978","20979","21359","64747","64970","Animalia","Chordata","Amphibia","Anura","Bufonidae","Anaxyrus","Anaxyrus boreas","Animals","Chordates","Amphibians","Frogs and Toads","True Toads","North American Toads","Western Toad","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anaxyrus boreas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bufo boreas","Present","",64970
"1","2","20978","20979","23540","24253","120720","Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris","Pseudacris sierra","Animals","Chordates","Amphibians","Frogs and Toads","Tree Frogs and Allies","Chorus Frogs","Sierran Treefrog","Herp",120720,"Pseudacris sierra","species","Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris","Pseudacris sierra",17,12,0,4,3,2,2,0,0,5,0,0,1,0,0,0,0,0,0,1,0,3,2,3,8,NA,NA,NA,NA
"1","2","20978","20979","23540","24253","24259","Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris","Pseudacris regilla","Animals","Chordates","Amphibians","Frogs and Toads","Tree Frogs and Allies","Chorus Frogs","Northern Pacific Treefrog","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudacris regilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudacris regilla","Present","",24259
"1","2","20978","20979","25473","25474","25545","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana aurora","Animals","Chordates","Amphibians","Frogs and Toads","True Frogs","Pond Frogs","Northern Red-legged Frog","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rana aurora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rana aurora draytonii","Present","",25545
"1","2","20978","20979","25473","25474","25646","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana boylii","Animals","Chordates","Amphibians","Frogs and Toads","True Frogs","Pond Frogs","Foothill Yellow-legged Frog","Herp",25646,"Rana boylii","species","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana boylii",5,3,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,"Rana boylii","Not In Park","",25646
"1","2","20978","20979","25473","25474","67016","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana draytonii","Animals","Chordates","Amphibians","Frogs and Toads","True Frogs","Pond Frogs","California Red-legged Frog","Herp",67016,"Rana draytonii","species","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana draytonii",5,4,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,NA,NA,NA,NA
"1","2","20978","20979","25473","60340","65979","Animalia","Chordata","Amphibia","Anura","Ranidae","Lithobates","Lithobates catesbeianus","Animals","Chordates","Amphibians","Frogs and Toads","True Frogs","American Water Frogs","American Bullfrog","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lithobates catesbeianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rana catesbeiana","Present","",65979
"1","2","20978","26718","26720","26816","26823","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Dicamptodon","Dicamptodon ensatus","Animals","Chordates","Amphibians","Salamanders","Mole Salamanders","Pacific Giant Salamanders","California Giant Salamander","Herp",26823,"Dicamptodon ensatus","species","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Dicamptodon","Dicamptodon ensatus",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Dicamptodon ensatus","Present","",26823
"1","2","20978","26718","26909","27248","27250","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Ensatina","Ensatina eschscholtzii","Animals","Chordates","Amphibians","Salamanders","Lungless Salamanders","","Ensatina","Herp",27250,"Ensatina eschscholtzii","species","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Ensatina","Ensatina eschscholtzii",7,7,1,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,2,"Ensatina eschscholtzii","Present","",27250
"1","2","20978","26718","26909","27422","27427","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Aneides","Aneides lugubris","Animals","Chordates","Amphibians","Salamanders","Lungless Salamanders","Climbing Salamanders","Arboreal Salamander","Herp",27427,"Aneides lugubris","species","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Aneides","Aneides lugubris",4,4,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,"Aneides lugubris","Present","",27427
"1","2","20978","26718","26909","27444","27452","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps pacificus","Animals","Chordates","Amphibians","Salamanders","Lungless Salamanders","Slender Salamanders","Channel Islands Slender Salamander","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Batrachoseps pacificus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Batrachoseps pacificus","","",27452
"1","2","20978","26718","26909","27444","27459","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps attenuatus","Animals","Chordates","Amphibians","Salamanders","Lungless Salamanders","Slender Salamanders","California Slender Salamander","Herp",27459,"Batrachoseps attenuatus","species","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps attenuatus",14,11,5,1,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,1,6,3,"Batrachoseps attenuatus","Present","",27459
"1","2","20978","26718","27701","27816","27818","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha torosa","Animals","Chordates","Amphibians","Salamanders","Newts","Pacific Newts","California Newt","Herp",27818,"Taricha torosa","species","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha torosa",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Taricha torosa","Present","",27818
"1","2","20978","26718","27701","27816","27826","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha granulosa","Animals","Chordates","Amphibians","Salamanders","Newts","Pacific Newts","Rough-skinned Newt","Herp",27826,"Taricha granulosa","species","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha granulosa",6,6,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,"Taricha granulosa","Present","",27826
"1","2","26036","26172","26504","26574","26575","Animalia","Chordata","Reptilia","Squamata","Colubridae","Diadophis","Diadophis punctatus","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","","Ringneck Snake","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diadophis punctatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diadophis punctatus","Probably Present","",26575
"1","2","26036","26172","26504","26914","26916","Animalia","Chordata","Reptilia","Squamata","Colubridae","Contia","Contia tenuis","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","Sharp-tailed Snakes","Sharp-tailed Snake","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contia tenuis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contia tenuis","Probably Present","",26916
"1","2","26036","26172","26504","27030","146034","Animalia","Chordata","Reptilia","Squamata","Colubridae","Coluber","Coluber lateralis","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","","Striped Racer","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coluber lateralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masticophis lateralis","Unconfirmed","",146034
"1","2","26036","26172","26504","27030","27137","Animalia","Chordata","Reptilia","Squamata","Colubridae","Coluber","Coluber constrictor","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","","Racer","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coluber constrictor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coluber constrictor","Present","",27137
"1","2","26036","26172","26504","28339","28362","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis sirtalis","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","Garter Snakes","Common Garter Snake","Herp",49998,"Thamnophis sirtalis infernalis","subspecies","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis sirtalis",11,8,0,5,2,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,4,2,2,"Thamnophis sirtalis","Present","",28362
"1","2","26036","26172","26504","28339","28398","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","Garter Snakes","Western Terrestrial Garter Snake","Herp",28398,"Thamnophis elegans","species","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",30,22,0,2,1,2,4,9,3,5,1,1,1,1,0,0,0,1,1,1,3,5,6,6,7,"Thamnophis elegans terrestris","Present","",154386
"1","2","26036","26172","26504","28339","28418","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis atratus","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","Garter Snakes","Aquatic Garter Snake","Herp",28418,"Thamnophis atratus","species","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis atratus",2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Thamnophis atratus","Present","",28418
"1","2","26036","26172","26504","29033","29044","Animalia","Chordata","Reptilia","Squamata","Colubridae","Pituophis","Pituophis catenifer","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","Pine, Gopher, & Bullsnakes","Gopher Snake","Herp",29044,"Pituophis catenifer","species","Animalia","Chordata","Reptilia","Squamata","Colubridae","Pituophis","Pituophis catenifer",4,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,"Pituophis catenifer","Present","",29044
"1","2","26036","26172","26504","29768","29813","Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis","Lampropeltis getula","Animals","Chordates","Reptiles","Lizards and Snakes","Colubrid Snakes","Kingsnakes and Milk Snakes","Common Kingsnake","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lampropeltis getula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lampropeltis getula","Present","",29813
"1","2","26036","26172","30667","30692","81526","Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","Crotalus viridis","Animals","Chordates","Reptiles","Lizards and Snakes","Vipers","Rattlesnakes","Prairie Rattlesnake","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crotalus viridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crotalus viridis","Probably Present","",81526
"1","2","26036","26172","31888","32049","32055","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria multicarinata","Animals","Chordates","Reptiles","Lizards and Snakes","Alligator Lizards and Legless Lizards","Alligator Lizards","Southern Alligator Lizard","Herp",32055,"Elgaria multicarinata","species","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria multicarinata",2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Elgaria multicarinata","Probably Present","",32055
"1","2","26036","26172","31888","32049","32064","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria coerulea","Animals","Chordates","Reptiles","Lizards and Snakes","Alligator Lizards and Legless Lizards","Alligator Lizards","Northern Alligator Lizard","Herp",32064,"Elgaria coerulea","species","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria coerulea",18,16,0,2,3,2,1,0,3,2,2,2,1,0,0,0,0,2,0,1,1,3,6,4,1,"Elgaria coerulea","Present","",32064
"1","2","26036","26172","32080","32103","243962","Animalia","Chordata","Reptilia","Squamata","Boidae","Charina","Charina bottae","Animals","Chordates","Reptiles","Lizards and Snakes","Boas","Rubber Boas","Northern Rubber Boa","Herp",243962,"Charina bottae","species","Animalia","Chordata","Reptilia","Squamata","Boidae","Charina","Charina bottae",2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"Charina bottae","Present","",243962
"1","2","26036","26172","36074","36141","36204","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus","Sceloporus occidentalis","Animals","Chordates","Reptiles","Lizards and Snakes","Phrynosomatid Lizards","Spiny Lizards","Western Fence Lizard","Herp",36204,"Sceloporus occidentalis","species","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus","Sceloporus occidentalis",24,18,0,0,1,4,4,0,7,5,0,2,1,0,0,0,0,0,0,1,0,7,3,9,4,"Sceloporus occidentalis","Present","",36204
"1","2","26036","26172","36982","37763","37769","Animalia","Chordata","Reptilia","Squamata","Scincidae","Plestiodon","Plestiodon skiltonianus","Animals","Chordates","Reptiles","Lizards and Snakes","Skinks","Toothy Skinks","Western Skink","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plestiodon skiltonianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eumeces skiltonianus","Present","",73791
"1","2","26036","39532","39657","39658","39659","Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","Animals","Chordates","Reptiles","Turtles and Tortoises","Typical Sea Turtles","","Green Sea Turtle","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chelonia mydas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chelonia mydas","Probably Present","",39659
"1","2","26036","39532","39657","39664","39665","Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Caretta","Caretta caretta","Animals","Chordates","Reptiles","Turtles and Tortoises","Typical Sea Turtles","","Loggerhead Sea Turtle","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caretta caretta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caretta caretta","Unconfirmed","",39665
"1","2","26036","39532","39657","39669","39670","Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Lepidochelys","Lepidochelys olivacea","Animals","Chordates","Reptiles","Turtles and Tortoises","Typical Sea Turtles","Ridley Turtles","Olive Ridley","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidochelys olivacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidochelys olivacea","Present","",39670
"1","2","26036","39532","39675","39676","39677","Animalia","Chordata","Reptilia","Testudines","Dermochelyidae","Dermochelys","Dermochelys coriacea","Animals","Chordates","Reptiles","Turtles and Tortoises","Leatherback Sea Turtles","","Leatherback Sea Turtle","Herp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dermochelys coriacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dermochelys coriacea","Present","",39677
"1","2","26036","39532","39760","71788","73592","Animalia","Chordata","Reptilia","Testudines","Emydidae","Actinemys","Actinemys marmorata","Animals","Chordates","Reptiles","Turtles and Tortoises","Pond and Box Turtles","","Western Pond Turtle","Herp",73592,"Actinemys marmorata","species","Animalia","Chordata","Reptilia","Testudines","Emydidae","Actinemys","Actinemys marmorata",2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Actinemys marmorata","Present","",73592
"1","2","3","1623","1627","1959","1960","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Coccyzus","Coccyzus erythropthalmus","Animals","Chordates","Birds","Cuckoos and Turacos","Cuckoos","","Black-billed Cuckoo","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coccyzus erythropthalmus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coccyzus erythropthalmus","Unconfirmed","",1960
"1","2","3","1623","1627","1959","1965","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Coccyzus","Coccyzus americanus","Animals","Chordates","Birds","Cuckoos and Turacos","Cuckoos","","Yellow-billed Cuckoo","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coccyzus americanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coccyzus americanus","Present","",1965
"1","2","3","17550","17599","17637","17645","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","Picoides nuttallii","Animals","Chordates","Birds","Woodpeckers and Allies","Woodpeckers","","Nuttall's Woodpecker","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picoides nuttallii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picoides nuttallii","Present","",17645
"1","2","3","17550","17599","17637","17646","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","Picoides albolarvatus","Animals","Chordates","Birds","Woodpeckers and Allies","Woodpeckers","","White-headed Woodpecker","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picoides albolarvatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picoides albolarvatus","Unconfirmed","",17646
"1","2","3","17550","17599","17637","17660","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","Picoides pubescens","Animals","Chordates","Birds","Woodpeckers and Allies","Woodpeckers","","Downy Woodpecker","Bird",17660,"Picoides pubescens","species","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","Picoides pubescens",2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"Picoides pubescens","Present","",17660
"1","2","3","17550","17599","17637","17678","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","Picoides villosus","Animals","Chordates","Birds","Woodpeckers and Allies","Woodpeckers","","Hairy Woodpecker","Bird",17678,"Picoides villosus","species","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","Picoides villosus",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Picoides villosus","Present","",17678
"1","2","3","17550","17599","17834","17855","Animalia","Chordata","Aves","Piciformes","Picidae","Dryocopus","Dryocopus pileatus","Animals","Chordates","Birds","Woodpeckers and Allies","Woodpeckers","","Pileated Woodpecker","Bird",17855,"Dryocopus pileatus","species","Animalia","Chordata","Aves","Piciformes","Picidae","Dryocopus","Dryocopus pileatus",3,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,"Dryocopus pileatus","Present","",17855
"1","2","3","17550","17599","18158","18160","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes lewis","Animals","Chordates","Birds","Woodpeckers and Allies","Woodpeckers","","Lewis's Woodpecker","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melanerpes lewis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melanerpes lewis","Unconfirmed","",18160
