"decimalLongitude","decimalLatitude","category","kingdom","phylum","class","order","family","genus","speciesFixed","year","month","original.inat.taxonID"
-122.9408727371,38.1221083184,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Conium","Conium maculatum",2012,5,52998
-122.951086589,38.1191034949,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Nasturtium","Nasturtium officinale",2012,5,78174
-122.9538331711,38.119407359,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Camissoniopsis","Camissoniopsis cheiranthifolia",2012,5,75976
-122.9504857742,38.1176516819,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Triphysaria","Triphysaria eriantha",2012,5,61114
-122.9420743668,38.1215681345,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago","Plantago lanceolata",2012,5,53178
-122.9478250229,38.1194748842,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus ursinus",2012,5,53445
-122.943104335,38.1204877548,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene","Silene gallica",2012,5,53212
-122.9538760864,38.1198462717,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Artemisia pycnocephala",2012,5,60952
-122.9489408218,38.1177192087,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium bellum",2012,5,49918
-122.9436193191,38.1200826082,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2012,5,9100
-122.9509149277,38.1193060711,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus guttatus",2012,5,48014
-122.9551206314,38.1185295257,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Distichlis","Distichlis spicata",2012,5,58372
-122.9495416367,38.1195424094,"Invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Largidae","Largus","Largus californicus",2012,5,52986
-122.9455075943,38.1187996294,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa annabella",2012,5,50786
-122.9466663086,38.1188333923,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex acetosella",2012,5,53195
-122.9552922928,38.1180568419,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Heliotropium","Heliotropium curassavicum",2012,5,58058
-122.9548631393,38.1239314094,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Phacelia","Phacelia ramosissima",2012,5,50617
-122.9472027504,38.1187152221,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Linaceae","Linum","Linum bienne",2012,5,55679
-122.94732936,38.1187971124,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Achillea","Achillea millefolium",2012,5,52821
-122.953575679,38.122580976,"Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Coccinella","Coccinella californica",2012,5,128712
-122.9431901657,38.1204202305,"Bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2012,5,4756
-122.949713298,38.119407359,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium californicum",2012,5,60550
-122.9511724197,38.1190022065,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Oenanthe","Oenanthe sarmentosa",2012,5,60127
-122.9541764938,38.123176396,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Agoseris","Agoseris apargioides",2012,5,58801
-122.949455806,38.119407359,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus flammula",2012,5,81330
-122.9427610123,38.1206228031,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Holcus","Holcus lanatus",2012,5,52793
-122.9510007584,38.1192723085,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Tetragonia","Tetragonia tetragonoides",2012,5,418653
-122.949713298,38.119407359,"Bird","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius phoeniceus",2012,5,9744
-122.9441343033,38.1193398338,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Scirpus","Scirpus microcarpus",2012,5,59068
-122.9500995361,38.119407359,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Phacelia","Phacelia malvifolia",2012,5,58923
-122.9510007584,38.1192047831,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anaphalis","Anaphalis margaritacea",2012,5,52833
-122.9809432015,37.9952901763,"Bird","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius",2010,12,4665
-122.9262905106,38.091562949,"Bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2010,12,4756
-122.9656409719,38.0350839399,"Bird","Animalia","Chordata","Aves","Accipitriformes","Pandionidae","Pandion","Pandion haliaetus",2012,5,116999
-122.9492721445,38.1591543262,"Bird","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus",2012,5,4647
-122.889051,38.1004931,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria","Gaultheria shallon",2011,9,48441
-122.889051,38.1004931,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Betulaceae","Corylus","Corylus cornuta",2011,9,53368
-122.8965072617,38.0733725937,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2007,6,117767
-122.8965072617,38.0733725937,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Dama","Dama dama",2007,6,42161
-122.8965072617,38.0733725937,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera","Lonicera involucrata",2007,6,60881
-122.8965072617,38.0733725937,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Circus cyaneus",2007,6,5170
-122.8965072617,38.0733725937,"Bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2007,6,4756
-122.7978265433,37.9946736475,"Bird","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix occidentalis",2012,6,19959
-122.8122133,37.9882584,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Pituophis","Pituophis catenifer",2012,7,51440
-122.9502639294,38.1112036898,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lontra","Lontra canadensis",2007,8,41777
-122.9502639294,38.1112036898,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2007,8,1409
-122.9212265,38.0906679,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias",2012,2,4956
-122.811503,38.063287,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2012,9,53359
-122.8105137964,38.0582305882,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Dennstaedtiaceae","Pteridium","Pteridium aquilinum",2012,9,52681
-122.809132,38.054388,"Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina","Ramalina menziesii",2012,9,49578
-122.802857,38.048358,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini",2012,9,50880
-122.8106767406,38.0561000761,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus agrifolia",2012,9,47850
-122.809495,38.058503,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum chilense",2012,9,56861
-122.8110173811,38.0568230152,"Invertebrate","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum","Sympetrum illotum",2012,9,51555
-122.809464,38.058565,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia","Junonia coenia",2012,9,48505
-122.811323,38.062666,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Typhaceae","Typha","Typha latifolia",2012,9,48685
-122.8002419614,38.0414761946,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2012,4,1409
-122.9618859785,38.1924581701,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus arboreus",2012,4,61010
-122.9626423615,38.1938368222,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella",2012,4,59675
-122.9629642266,38.1954557566,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris","Iris douglasiana",2012,4,50854
-122.9594880837,38.1986429284,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2012,4,117767
-122.956065585,38.190316359,"Plant","Plantae","Pinophyta","Pinopsida","Pinales","Cupressaceae","Cupressus","Cupressus macrocarpa",2012,4,322545
-122.945175,38.118909,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2012,9,28398
-122.9765018862,38.2218008255,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2012,9,117767
-122.9765018862,38.2218008255,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Amaryllidaceae","Amaryllis","Amaryllis belladonna",2012,9,61827
-122.954,38.1835,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2012,9,117767
-122.9985,37.997167,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2012,9,42220
-122.8895,38.111333,"Mammal","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotoma","Neotoma fuscipes",2012,9,44749
-123.017667,37.997333,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asphodelaceae","Kniphofia","Kniphofia uvaria",2012,9,56035
-122.964167,38.188,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Cakile","Cakile edentula",2012,9,52162
-122.963667,38.187667,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus arboreus",2012,9,61010
-123.015667,37.997167,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron glaucus",2012,9,50878
-123.018833,37.9965,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Polypodiaceae","Polypodium","Polypodium scouleri",2012,9,64288
-122.9747848496,38.2183641296,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Raphanus","Raphanus sativus",2012,9,55410
-122.9718666062,38.0464587758,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2012,9,117767
-122.9731038129,37.9945874551,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2011,9,41728
-122.9616636,38.027427,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa maculata",2012,9,67691
-122.9691499086,37.992092676,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2012,11,42221
-122.9808014246,37.9968951574,"Bird","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia immer",2012,11,4626
-122.9822605463,37.9974362624,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2012,11,41728
-122.9663389536,37.9908750955,"Bird","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus",2012,11,4647
-122.96526607,37.9900971863,"Bird","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax penicillatus",2012,11,4277
-122.974492869,37.9934624299,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa atalanta",2012,11,49133
-122.9742890211,37.9934286091,"Bird","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta canadensis",2012,11,14823
-122.974364123,37.9934455195,"Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga townsendi",2012,11,145255
-122.8896063181,38.0273937175,"Herp","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus","Sceloporus occidentalis",2012,11,36204
-122.9019210467,38.02980243,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas acuta",2012,11,6933
-122.8939407679,38.0290839538,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2012,11,42221
-122.9090040537,38.0302332922,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax",2012,11,8010
-122.9140680643,38.0296924293,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2012,11,117767
-122.9141816,38.0302217,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerculus","Passerculus sandwichensis",2012,11,9981
-122.9141816,38.0302217,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alpina",2012,11,3857
-122.9141816,38.0302217,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2012,11,5212
-122.9141816,38.0302217,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Circus cyaneus",2012,11,5170
-122.9141816,38.0302217,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius americanus",2012,11,3906
-122.9141816,38.0302217,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor",2012,11,41663
-122.9141816,38.0302217,"Bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2012,11,4756
-122.9141816,38.0302217,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta bernicla",2012,11,7087
-122.9141816,38.0302217,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus erythrorhynchos",2012,11,4334
-122.9141816,38.0302217,"Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae","Hemigrapsus","Hemigrapsus oregonensis",2012,11,69170
-122.9141816,38.0302217,"Invertebrate","Animalia","Echinodermata","Echinoidea","Clypeasteroida","Dendrasteridae","Dendraster","Dendraster excentricus",2012,11,117696
-122.9141816,38.0302217,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus occidentalis",2012,11,4328
-122.9141816,38.0302217,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alba",2012,11,3849
-122.9141816,38.0302217,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta","Melanitta perspicillata",2012,11,7036
-122.9141816,38.0302217,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca vitulina",2012,11,41708
-122.9141816,38.0302217,"Bird","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia immer",2012,11,4626
-122.9141816,38.0302217,"Bird","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia stellata",2012,11,4627
-122.9141816,38.0302217,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2012,11,9176
-122.8815873961,38.030762559,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2012,11,1409
-122.8501671167,38.0590960541,"Bird","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo huttoni",2012,11,17375
-122.8496092173,38.0590284731,"Bird","Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","Regulus calendula",2012,11,117095
-122.9850406671,38.034488838,"Bird","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius tricolor",2012,11,9743
-123.01678,37.997084,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2012,11,42220
-123.018722,37.997033,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Polypodiaceae","Polypodium","Polypodium scouleri",2012,11,64288
-122.964833,38.1865,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Mephitidae","Mephitis","Mephitis mephitis",2012,9,41880
-122.964833,38.187167,"Microbe","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Postelsia","Postelsia palmaeformis",2012,9,67422
-122.9407678122,38.0887949128,"Invertebrate","Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia","Lottia gigantea",2012,9,53750
-122.965,38.1845,"Invertebrate","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Mytilus","Mytilus californianus",2012,9,62806
-123.001127243,37.9975661765,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2007,5,42220
-122.9374194145,38.1418811769,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Phalaropus","Phalaropus lobatus",2007,6,3959
-122.951871,38.119396,"Bird","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia immer",2012,12,4626
-122.953745,38.11865,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea alba",2012,12,144455
-122.953745,38.11865,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias",2012,12,4956
-122.953295,38.118897,"Bird","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica americana",2012,12,473
-122.9617171063,38.0705555371,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis sirtalis",2012,12,49998
-122.94562,38.118502,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2012,12,9176
-122.941308,38.121788,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2012,12,42221
-122.982253,37.99733,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2012,12,41728
-122.7987706661,38.0404232973,"Bird","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta pygmaea",2012,12,14816
-122.7994841337,38.0407739622,"Bird","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes formicivorus",2012,12,18209
-122.8011095524,38.0399627831,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2012,12,1409
-122.7963995934,38.0411288502,"Bird","Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","Regulus calendula",2012,12,117095
