"decimalLongitude","decimalLatitude","category","kingdom","phylum","class","order","family","genus","speciesFixed","year","month","original.inat.taxonID"
-122.9179383333,38.0697016667,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa annabella",2014,7,50786
-122.950322,38.157631,"Invertebrate","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Porpitidae","Velella","Velella velella",2014,7,59698
-122.949375,38.11949,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia peploides",2014,7,61046
-122.852002,38.046814,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polites","Polites sabuleti",2014,7,59192
-122.858868,38.044651,"Bird","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","Spinus tristis",2014,7,145310
-122.933026,38.154882,"Invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus devastator",2014,7,153313
-122.852002,38.052221,"Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Grapsidae","Pachygrapsus","Pachygrapsus crassipes",2014,7,47188
-122.852002,38.046814,"Mammal","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus californicus",2014,7,43130
-122.965164,37.990787,"Bird","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus",2011,3,4647
-122.9597156196,38.1182433712,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Mergus","Mergus merganser",2010,4,7004
-122.937012,38.123619,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2010,6,1409
-122.93714,38.123626,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2010,6,9176
-122.802,37.997,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus guttatus",2014,8,48014
-122.801167,37.998833,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Urticaceae","Urtica","Urtica dioica",2014,8,51884
-122.8003333333,38.0175,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium vulgare",2014,8,52989
-122.801475,38.027383,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Araliaceae","Aralia","Aralia californica",2014,8,52848
-122.852002,38.046814,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2012,8,1409
-122.798675,38.0440416667,"Bird","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax auritus",2014,8,4265
-122.798291,38.043983,"Bird","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Hirundo rustica",2014,8,11901
-122.878999,38.048455,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2014,8,117767
-122.941362,38.036096,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria","Gaultheria shallon",2014,7,48441
-122.95314,38.1189583333,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lontra","Lontra canadensis",2014,8,41777
-122.942373,38.121022,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus erythrorhynchos",2014,8,4334
-122.953095,38.118435,"Bird","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius semipalmatus",2014,8,4817
-122.8044033333,38.0407138333,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Araliaceae","Aralia","Aralia californica",2014,8,52848
-122.8692916667,38.0968471667,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium ovatum",2014,8,48349
-122.8046083333,38.062825,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio zelicaon",2014,8,51097
-122.852002,38.046814,"Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Trirhabda","Trirhabda flavolimbata",2014,8,53935
-122.852002,38.046814,"Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindela oregona",2014,8,52620
-122.852002,38.046814,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes","Phyciodes mylitta",2014,8,59176
-122.852002,38.046814,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus erythrorhynchos",2014,8,4334
-122.852002,38.046814,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides",2014,8,59194
-122.8964113889,38.1404358333,"Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dorididae","Doris","Doris montereyensis",2014,4,47469
-122.8957266667,38.1369986111,"Fish","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Myliobatidae","Myliobatis","Myliobatis californica",2014,4,51491
-122.8962630556,38.1395708333,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya","Dudleya farinosa",2014,4,51889
-122.8960158333,38.1397183333,"Plant","Plantae","Magnoliophyta","Liliopsida","Alismatales","Zosteraceae","Zostera","Zostera marina",2014,4,52614
-122.851282,38.013811,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius americanus",2014,8,3906
-122.8593651186,38.0553802444,"Bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus heermanni",2014,8,4353
-122.856151,38.016699,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca vitulina",2014,8,41708
-122.85442,38.017613,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2014,8,1409
-122.854459,38.017478,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2014,8,28398
-122.854499,38.017176,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma","Aphelocoma californica",2014,8,7844
-122.854609,38.017458,"Bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2014,8,4756
-122.854631,38.017401,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma","Aphelocoma californica",2014,8,7844
-122.863551,38.043694,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,8,8234
-122.868966,38.047429,"Bird","Animalia","Chordata","Aves","Columbiformes","Columbidae","Patagioenas","Patagioenas fasciata",2014,8,3108
-122.876428,38.042485,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa maculata",2014,8,67691
-122.88261,38.034091,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2014,8,42206
-122.882893,38.032775,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea alba",2014,8,144455
-122.884023,38.029824,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2014,8,42221
-122.843694,38.009651,"Bird","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Haematopus bachmani",2014,8,4838
-122.8297348022,38.0025787354,"Herp","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus","Sceloporus occidentalis",2014,8,36204
-122.857047,38.041774,"Bird","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile rufescens",2014,8,144820
-122.856151,38.016699,"Bird","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia pacifica",2014,8,4621
-122.854459,38.017478,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,8,9100
-122.857047,38.041774,"Herp","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria coerulea",2014,8,32064
-122.851282,38.013811,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Limosa fedoa",2014,8,3954
-122.7988333333,38.0441666667,"Invertebrate","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster","Cordulegaster dorsalis",2014,8,62762
-122.972882,37.992938,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerculus","Passerculus sandwichensis",2014,8,9981
-122.959735,38.116421,"Bird","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus",2014,8,4647
-122.952005,38.11949,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lontra","Lontra canadensis",2014,8,41777
-122.950224,38.119414,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias",2014,8,4956
-122.953287,38.119356,"Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindela oregona",2014,9,52620
-122.973459,38.082743,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris mauri",2014,9,3855
-122.994664,38.00021,"Bird","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Riparia","Riparia riparia",2014,9,11941
-122.950364,38.115269,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris bairdii",2014,9,3851
-122.976151,38.214446,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2010,11,117767
-122.882775,38.033425,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera","Lonicera involucrata",2014,9,60990
-122.7354966667,37.9299083333,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria",2014,9,334057
-122.977371,37.996128,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa incana",2014,9,144490
-122.950391,38.115276,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris mauri",2014,9,3855
-122.951474,38.120229,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis latrans",2014,9,42051
-122.946667,38.096,"Invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Araneus","Araneus trifolium",2014,9,119122
-122.949667,38.1035,"Invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Argiope","Argiope trifasciata",2014,9,67708
-122.9901666667,38.2285,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","Elanus leucurus",2014,9,5277
-122.7308196899,37.9715359414,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arctostaphylos","Arctostaphylos montana",2014,5,75522
-122.8380527778,38.0113583333,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Holcus","Holcus lanatus",2014,6,52793
-122.83805,38.0113555556,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Convolvulaceae","Calystegia","Calystegia purpurata",2014,6,61319
-122.8145833333,37.9888333333,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya","Dudleya farinosa",2014,6,51889
-122.7981722222,37.9806166667,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Clarkia","Clarkia rubicunda",2014,6,57148
-122.89033,38.1310721667,"Fish","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Myliobatidae","Myliobatis","Myliobatis californica",2014,9,51491
-122.8380527778,38.0113583333,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum staechadifolium",2014,6,60963
-122.83805,38.0113555556,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Silybum","Silybum marianum",2014,6,52586
-122.83805,38.0113555556,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus ursinus",2014,6,53445
-122.852002,38.046814,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron glaucus",2014,6,50878
-122.83805,38.0113555556,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex acetosella",2014,6,53195
-122.83805,38.0113555556,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","Lathyrus latifolius",2014,6,61009
-122.83805,38.0113555556,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Layia","Layia platyglossa",2014,6,50876
-123.020324,37.996585,"Bird","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",2014,9,9357
-123.021167,37.996484,"Bird","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus",2014,9,4647
-122.887569,38.025895,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Limosa fedoa",2014,9,3954
-122.887817,38.025984,"Bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus heermanni",2014,9,4353
-122.978291,37.994555,"Bird","Animalia","Chordata","Aves","Columbiformes","Columbidae","Zenaida","Zenaida asiatica",2014,9,3460
-122.988161,38.017642,"Bird","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo","Bubo virginianus",2014,9,20044
-122.9631666667,38.0278333333,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa maculata",2014,9,67691
-122.963313,38.028477,"Invertebrate","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum","Sympetrum illotum",2014,9,51555
-122.852002,38.046814,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2010,11,5212
-123.018291,37.996435,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Polypodiaceae","Polypodium","Polypodium scouleri",2014,9,64288
-122.799214,38.043973,"Invertebrate","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum","Sympetrum pallipes",2014,9,113521
-122.947065,38.108607,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza lincolnii",2014,10,9092
-122.945589,38.10969,"Bird","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus rubescens",2014,10,13732
-122.945184,38.109809,"Bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2014,10,4756
-122.8827,38.123588,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Distichlis","Distichlis spicata",2014,10,58372
-122.8827,38.123588,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Salicornia","Salicornia pacifica",2014,10,78931
-122.884073,38.12328,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2014,10,42221
-122.884301,38.12268,"Herp","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus","Sceloporus occidentalis",2014,10,36204
-122.8832,38.123319,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Myricaceae","Morella","Morella californica",2014,10,61039
-122.8827,38.123588,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula","Frangula californica",2014,10,53423
-122.8827,38.123588,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arbutus","Arbutus menziesii",2014,10,51046
-122.8827,38.123588,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Dennstaedtiaceae","Pteridium","Pteridium aquilinum",2014,10,52681
-122.8827,38.123588,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Dryopteridaceae","Polystichum","Polystichum munitum",2014,10,47751
-122.8827,38.123588,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Notholithocarpus","Notholithocarpus densiflorus",2014,10,69823
-122.8827,38.123588,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Ceanothus","Ceanothus thyrsiflorus",2014,10,56617
-122.8827,38.123588,"Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina","Ramalina menziesii",2014,10,49578
-122.8827,38.123588,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus agrifolia",2014,10,47850
-122.884801,38.12295,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron diversilobum",2014,10,51080
-122.8841,38.12288,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2014,10,53359
-122.883948,38.123277,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris arguta",2014,10,52671
-122.884801,38.12295,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium ovatum",2014,10,48349
-122.8935,38.1281666667,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera","Lonicera hispidula",2014,10,53416
-123.020454,37.996365,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerella","Passerella iliaca",2014,10,343341
-123.011717,37.997189,"Herp","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria coerulea",2010,4,32068
-122.938734,38.122917,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2010,4,28398
-122.953128,38.118931,"Bird","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps nigricollis",2014,10,4205
-122.942192,38.121133,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys","Stachys chamissonis",2014,10,52625
-122.9495,38.061,"Bird","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius semipalmatus",2014,10,4817
-122.9765,37.9946666667,"Bird","Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Chordeiles","Chordeiles acutipennis",2014,10,19587
-122.7144083333,37.90193,"Invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Argiope","Argiope trifasciata",2014,10,67708
-122.7578283333,37.9976216667,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma","Aphelocoma californica",2014,10,506118
-122.976685,38.023637,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2014,10,117767
-123.02237,37.997515,"Bird","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus",2014,10,4647
-122.950021,38.120318,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lontra","Lontra canadensis",2014,7,41777
-122.953711,38.120824,"Invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Largidae","Largus","Largus californicus",2014,7,52986
-122.951202,38.122214,"Invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Bembix","Bembix americana",2014,7,53072
-122.994606,38.240839,"Bird","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Haematopus bachmani",2014,11,4838
-122.995239,38.240827,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris virgata",2014,11,339592
-122.975756,38.222173,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2014,11,117767
-122.959107,38.190554,"Herp","Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris","Pseudacris sierra",2014,11,120720
-122.961559,38.027811,"Bird","Animalia","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba",2009,10,20445
-122.800178,38.040307,"Bird","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes formicivorus",2007,5,18209
-122.800178,38.040307,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2007,5,1409
-122.954564,38.082056,"Mammal","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus californicus",2009,8,43130
-122.948,38.1188333333,"Mammal","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus bachmani",2013,5,43112
-122.7986666667,38.0439611667,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2014,11,28398
-122.974225,37.989473,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus tolmiei",2008,4,50840
-122.797751,38.040842,"Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Cardellina pusilla",2008,5,145276
-122.797751,38.040842,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melozone","Melozone crissalis",2008,5,73044
-122.869279,38.096352,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria","Gaultheria shallon",2014,11,48441
-122.869209,38.096248,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Dennstaedtiaceae","Pteridium","Pteridium aquilinum",2014,11,52681
-122.868005,38.0953111667,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Eriodictyon","Eriodictyon californicum",2014,11,57095
-122.87559,38.097906,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Violaceae","Viola","Viola sempervirens",2014,11,55342
-122.8759,38.0982,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita muscaria",2014,11,48715
-122.802185,38.040488,"Plant","Plantae","Pinophyta","Pinopsida","Pinales","Cupressaceae","Sequoia","Sequoia sempervirens",2014,11,47372
-122.8021593859,38.0406115344,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus agrifolia",2014,11,47850
-122.7986966667,38.0189083333,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis latrans",2014,11,42051
-122.80206,38.040553,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Juncaceae","Juncus","Juncus patens",2014,11,52798
-122.802172,38.040487,"Bird","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes formicivorus",2014,11,18209
-122.727327,37.922914,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx","Lynx rufus",2008,2,41976
-122.7644416827,37.9829552369,"Herp","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha torosa",2007,12,27818
-122.9472025909,38.074178049,"Bird","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus carolinus",2014,11,10322
-122.869665,38.047759,"Bird","Animalia","Chordata","Aves","Passeriformes","Certhiidae","Certhia","Certhia americana",2014,11,7458
-122.884934,38.025647,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor",2014,11,41663
-122.884934,38.025647,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax",2014,11,8010
-122.884837,38.025681,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis latrans",2014,11,42051
-122.884837,38.025681,"Bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2014,11,4756
-122.7984466667,38.0437166667,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2014,11,1409
-122.989143,38.023075,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2014,11,5212
-122.943685,38.118663,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis sirtalis",2011,6,49998
-122.8630547154,38.0221824113,"Herp","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana draytonii",2011,6,67016
-122.953509,38.11808,"Bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus philadelphia",2014,11,144502
-122.988301,38.019248,"Bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","Tyrannus melancholicus",2014,11,16787
-122.969906,37.992875,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2014,11,42221
-122.956109,38.119081,"Bird","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus rubescens",2014,11,13732
-123.018923,37.997011,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Polypodiaceae","Polypodium","Polypodium scouleri",2014,11,64288
-122.869635,38.047897,"Bird","Animalia","Chordata","Aves","Passeriformes","Certhiidae","Certhia","Certhia americana",2014,11,7458
-122.869639,38.047944,"Bird","Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","Regulus calendula",2014,11,117095
-122.9617083333,38.03505,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2014,12,117767
-122.95627,38.119868,"Bird","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","Eremophila alpestris",2014,12,7294
-122.8035,38.061833,"Bird","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia stellata",2014,12,4627
-122.934952,38.113285,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Platyprepia","Platyprepia virginalis",2009,6,84438
-122.7567666667,37.985205,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita muscaria",2014,12,48715
-122.941614,38.114094,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo regalis",2014,12,5181
-122.953437,38.11078,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Ammodramus","Ammodramus leconteii",2014,12,10133
-122.9573566667,38.1139466667,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris minutilla",2014,12,3864
-122.9571716667,38.1137716667,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus erythrorhynchos",2014,12,4334
-122.95174,38.1195616667,"Bird","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps nigricollis",2014,12,4205
-122.9509766667,38.1191866667,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias",2014,12,4956
-122.9509283333,38.1192633333,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea alba",2014,12,144455
-122.9523383333,38.1196683333,"Bird","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus rubescens",2014,12,13732
-122.8139186434,38.0339353647,"Bird","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps auritus",2014,12,4209
-122.954685,38.103951,"Bird","Animalia","Chordata","Aves","Strigiformes","Strigidae","Asio","Asio flammeus",2014,12,20315
-122.949039,38.07141,"Bird","Animalia","Chordata","Aves","Strigiformes","Strigidae","Athene","Athene cunicularia",2014,12,19975
-122.7392440132,37.9626337041,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","Accipiter striatus",2014,12,5097
-122.9738830556,37.9941463889,"Bird","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia stellata",2014,12,4627
