Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Park Accepted,Sens?,Record Status,Occurrence,Occurrence Tags,Nativeness,Nativeness Tags,Abundance,NPS Tags,Park Tags,Internal Park Tags,References,Observations,Vouchers,ExternalLinks,T&E,State Status,Ozone,GRank,SRank
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Ericales,Polemoniaceae,128460,31334,Active,Navarretia heterodoxa,Calistoga pincushionplant,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,101059,,,,,,,G3?,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Ericales,Polemoniaceae,127646,31320,Active,Navarretia squarrosa,skunkbush,,Accepted,No,Approved,Present,,Native,,Common,,"Subunit: Giacomini, Rancho Corral de Tierra",,"551859, 551896, 563229","14099520, 14117900, 185676, 185677",,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Ericales,Polemoniaceae,161717,504316,Active,Phlox gracilis,slender phlox,Microsteris gracilis,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Ericales,Polemoniaceae,138905,31006,Active,Polemonium carneum,royal Jacob's-ladder,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,1303983,,,,,G4,CA: S1
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Ericales,Primulaceae,121724,24043,Active,Anagallis arvensis,pimpernel,,Accepted,No,Approved,Present,,Non-native,,Common,,"Subunit: Giacomini, Rancho Corral de Tierra",,"48883, 548432, 550048, 551792, 551859, 551896, 563227, 563229, 563230","14099560, 14118090, 162572, 162573, 162574, 162575, 162576, 162577, 162578, 162579, 162580, 162581, 162582, 164646, 165233, 165234, 165509, 165512, 165513, 165514, 165778, 165779, 165780, 165781, 165782, 165783, 165784, 165785, 165786, 165787, 165788, 165789, 165790, 165791, 165792, 165793, 165794, 165795, 165796",1182364,"http://www.inaturalist.org/observations/587300, http://www.inaturalist.org/observations/588654, http://www.inaturalist.org/observations/589929, http://www.inaturalist.org/observations/591740, http://www.inaturalist.org/observations/594303, http://www.inaturalist.org/observations/597351, http://www.inaturalist.org/observations/599009, http://www.inaturalist.org/observations/604382",,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Ericales,Primulaceae,121727,24046,Active,Centunculus minimus,,Anagallis minima,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Ericales,Primulaceae,153472,502107,Active,Dodecatheon clevelandii,padre's shootingstar,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,101059,,,,,,,G2G3,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Ericales,Primulaceae,121098,23962,Active,Dodecatheon hendersonii,mosquito bills,,Accepted,No,Approved,Present,,Native,,Uncommon,,,,563229,,,"http://www.inaturalist.org/observations/588035, http://www.inaturalist.org/observations/593101, http://www.inaturalist.org/observations/593334, http://www.inaturalist.org/observations/593419, http://www.inaturalist.org/observations/594100, http://www.inaturalist.org/observations/596388, http://www.inaturalist.org/observations/598538, http://www.inaturalist.org/observations/603004",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Ericales,Primulaceae,121656,23982,Active,Glaux maritima,sea-milkwort,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Ericales,Primulaceae,166326,507355,Active,Lysimachia verticillata,loosestrife,,Accepted,No,Approved,Unconfirmed,,Unknown,,,,,,,185737,,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Ericales,Primulaceae,121737,24055,Active,Trientalis latifolia,"broadleaf starflower, western starflower",Trientalis borealis ssp. latifolia,Accepted,No,Approved,Present,,Native,,Unknown,,,,"551859, 563229","162583, 162584, 162585, 166075, 166339, 166340, 166341, 166342, 166343, 166344, 166345, 166346, 166347, 166348, 166349, 166350",,"http://www.inaturalist.org/observations/587713, http://www.inaturalist.org/observations/591296",,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Escalloniales,Escalloniaceae,157074,502442,Active,Escallonia rubra,redclaws,,Accepted,No,Approved,Unconfirmed,,Unknown,,,,,,,,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,128275,26419,Active,Acacia baileyana,"Bailey's acacia, Cootamundra wattle",,Accepted,No,Approved,Unconfirmed,,Non-native,,,,,,,,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,128282,26425,Active,Acacia dealbata,"mimosa, silver wattle",Acacia decurrens,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,93729,186931,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,128286,26429,Active,Acacia longifolia,Sydney golden wattle,,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,551792,"186932, 187144, 187145, 187146",1179448,http://www.inaturalist.org/observations/593357,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,93693,182081,Active,Acacia mearnsii,black wattle,,Accepted,No,Approved,Unconfirmed,,Unknown,,,,,,,,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,128289,26431,Active,Acacia melanoxylon,"Australian blackwood, blackwood, blackwood acacia",,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,"551792, 563230",,,"http://www.inaturalist.org/observations/595696, http://www.inaturalist.org/observations/597866, http://www.inaturalist.org/observations/604390",,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,163017,506812,Active,Acacia redolens,bank catclaw,,Accepted,No,Approved,Unconfirmed,,Non-native,,,,,,,,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,128294,26436,Active,Acacia retinodes,"everblooming acacia, water wattle",,Accepted,No,In Review,Present,,Unknown,,,,Subunit: Lands End,,,14120460,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,168919,507478,Active,Acacia sclerosperma,acacia,,Accepted,No,Approved,Unconfirmed,,Non-native,,,,,,,"185738, 185739, 185740, 185741",,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,128303,26444,Active,Acacia verticillata,prickly Moses,,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,,,,"http://www.inaturalist.org/observations/591719, http://www.inaturalist.org/observations/593355, http://www.inaturalist.org/observations/594088, http://www.inaturalist.org/observations/598536",,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,809077,820914,Active,Acmispon americanus var. americanus,American bird's-foot trefoil,Lotus purshianus var. purshianus,Accepted,No,Approved,Present,,Native,,Unknown,,Subunit: Marin Headlands,,561965,,14136540,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,809296,820999,Active,Acmispon heermannii var. orbicularis,Heermann's bird's-foot trefoil,"Lotus eriophorus, Lotus heermannii var. orbicularis",Accepted,No,Approved,Present,,Native,,,,Subunit: Fort Funston,,,14096560,,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,852433,819968,Active,Acmispon strigosus,strigose bird's-foot trefoil,Lotus strigosus,Accepted,No,Approved,Present,,Native,,,,Subunit: Fort Funston,,,14096570,,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,128311,26451,Active,Albizia lophantha,plume albizia,Albizia distachya,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,551792,,,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,122077,25520,Active,Astragalus gambelianus,Gambel's dwarf milkvetch,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,96378,192674,Active,Astragalus nuttallii var. nuttallii,Nuttall's milkvetch,"Astragalus nuttallii, Astragalus menziesii",Accepted,No,Approved,Present,,Native,,Rare,,Subunit: Mori Point,,,,"1447136, 1447137, 1447138",http://www.inaturalist.org/observations/3716644,,,,G3T3,CA: S3.2
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,96380,192676,Active,Astragalus nuttallii var. virgatus,Nuttall's milkvetch,"Astragalus menziesii ssp. virgatus, Astragalus franciscanus",Accepted,No,Approved,Present,,Native,,Uncommon,,Subunit: Fort Funston,,93729,14096270,1447139,http://www.inaturalist.org/observations/376678,,,,G3T1T2,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,123020,25649,Active,Astragalus pycnostachyus,marsh milkvetch,,Accepted,No,Approved,Not In Park,Historical,Native,,,,,,,,"1173685, 1173686",,,,,G2,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,156249,501965,Active,Cytisus multiflorus,white Spanishbroom,,Accepted,No,Approved,Unconfirmed,,Non-native,,,,,,93729,,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,156251,501966,Active,Cytisus scoparius,scotchbroom,Cytisus scoparius var. andreanus,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,"42999, 551859, 563227, 563230, 93729","185436, 185437, 185438, 185439, 185440, 185441, 185442, 185443, 185444","1441589, 1462333, 1462334","http://www.inaturalist.org/observations/586694, http://www.inaturalist.org/observations/591337, http://www.inaturalist.org/observations/593352, http://www.inaturalist.org/observations/594092, http://www.inaturalist.org/observations/598292",,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,164654,506932,Active,Cytisus striatus,"Portugese broom, striated broom",,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,42999,,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,157412,502738,Active,Genista monspessulana,French broom,Cytisus monspessulanus,Accepted,No,Approved,Present,,Non-native,,Unknown,,"Subunit: Giacomini, Rancho Corral de Tierra",,"132716, 42999, 551896, 563223, 563227, 563230","14099070, 14116560, 202755, 202756, 202757, 202758, 202759, 202760, 202761, 202762, 202763, 202764, 202765, 202766, 202767, 202768, 202769, 202795, 202796, 202797, 202798, 202799, 202800, 202801, 202802, 202995, 202996, 202997, 202998, 202999, 203000, 203001, 203002, 203003, 203004, 203005, 203006, 203007, 203008, 203009, 203010, 203011, 203012, 203036, 203037, 203038, 203039, 203040, 203041, 203042, 203258",,"http://www.inaturalist.org/observations/589087, http://www.inaturalist.org/observations/589971, http://www.inaturalist.org/observations/592451, http://www.inaturalist.org/observations/593964, http://www.inaturalist.org/observations/599130, http://www.inaturalist.org/observations/599252, http://www.inaturalist.org/observations/599402, http://www.inaturalist.org/observations/599506, http://www.inaturalist.org/observations/599612, http://www.inaturalist.org/observations/603561",,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,161251,503051,Active,Hoita macrostachya,large leather-root,Psoralea macrostachya,Accepted,No,Approved,Present,,Native,,Unknown,,,,563229,,,http://www.inaturalist.org/observations/602209,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,161253,503052,Active,Hoita orbicularis,roundleaf leather-root,Psoralea orbicularis,Accepted,No,Approved,Present,,Native,,Unknown,,,,552285,,"1462360, 1462361",,,,,G4,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,184339,514859,Active,Hosackia gracilis,seaside bird's-foot trefoil,Lotus formosissimus,Accepted,No,Approved,Present,,Native,,Unknown,,Subunit: Giacomini,,"132716, 551859",14116590,1179443,"http://www.inaturalist.org/observations/600808, http://www.inaturalist.org/observations/608899",,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,123905,25848,Active,Lathyrus jepsonii,"Delta tule pea, Jepson's sweet pea",,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,123914,25856,Active,Lathyrus latifolius,"everlasting peavine, everlasting-pea, perennial pea, perennial peavine, perennial sweetpea",,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,132716,,,"http://www.inaturalist.org/observations/595457, http://www.inaturalist.org/observations/597872",,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,124585,25858,Active,Lathyrus littoralis,"Gray beach pea, silky beach pea",,Accepted,No,Approved,Present,,Native,,Rare,,,,552290,,1173687,,,,,G3G4,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,124592,25864,Active,Lathyrus odoratus,sweetpea,,Accepted,No,Approved,Not In Park,False Report,Non-native,,,,,,,,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,124607,25878,Active,Lathyrus sphaericus,grass pea,,Accepted,No,Approved,Unconfirmed,,Non-native,,,,,,,,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,124612,25882,Active,Lathyrus tingitanus,Tangier pea,,Accepted,No,Approved,Unconfirmed,,Non-native,,,,,,,,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,124617,25887,Active,Lathyrus vestitus,Pacific pea,,Accepted,No,Approved,Present,,Native,,Unknown,,,,548432,"196702, 196703",,"http://www.inaturalist.org/observations/589097, http://www.inaturalist.org/observations/591687, http://www.inaturalist.org/observations/591709, http://www.inaturalist.org/observations/593531, http://www.inaturalist.org/observations/593981",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,163246,-504384,Inactive,Lathyrus vestitus var. vestitus,,"Lathyrus vestitus ssp. vestitus, Lathyrus vestitus ssp. bolanderi",Accepted,No,Approved,Present,,Native,,Unknown,,,,"551896, 561965, 93729","74933, 74934, 74935, 74936, 74937, 74995",1013092,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,809114,820951,Active,Lathyrus vestitus var. vestitus,"Pacific pea, wild pea",,Accepted,No,In Review,Present,,Unknown,,,,Subunit: Giacomini,,,14116570,,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,185061,516128,Active,Lotus biolettii,,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,128212,26362,Active,Lotus corniculatus,birdfoot deervetch,,Accepted,No,Approved,Present,,Non-native,,Abundant,,Subunit: Giacomini,,"551859, 551896, 96337","14116580, 186926, 186927, 186928",,"http://www.inaturalist.org/observations/589753, http://www.inaturalist.org/observations/591724, http://www.inaturalist.org/observations/592167, http://www.inaturalist.org/observations/594097, http://www.inaturalist.org/observations/598017, http://www.inaturalist.org/observations/599121, http://www.inaturalist.org/observations/604352",,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,128237,26385,Active,Lotus humistratus,"foothill deervetch, maresfat",,Accepted,No,Approved,Present,,Native,,Unknown,,,,551859,,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,128243,26390,Active,Lotus micranthus,desert deervetch,,Accepted,No,Approved,Present,,Native,,Unknown,,,,"551859, 563230",186929,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,128258,26403,Active,Lotus scoparius,common deerweed,,Accepted,No,Approved,Present,,Native,,Unknown,,,,"548432, 551859",186930,"1179444, 1179445, 1179446, 1179447",,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,162378,503563,Active,Lotus wrangelianus,Chilean bird's-foot trefoil,Lotus subpinnatus,Accepted,No,Approved,Present,,Native,,Unknown,,,,548432,"203122, 203341, 203342, 203343, 203344, 203368, 203369, 203370, 203371, 203372, 203373","1462563, 1462564, 1462565",,,,,G4G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,211450,528952,Active,Lupinus albifrons var. collinus,silver lupine,,Accepted,No,Approved,Present,,Native,,Unknown,,Subunit: Rancho Corral de Tierra,,563230,14099080,1441592,http://www.inaturalist.org/observations/593046,,,,G5T4?,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,124677,25940,Active,Lupinus arboreus,yellow bush lupine,,Accepted,No,Approved,Present,,Native,,Unknown,,"Subunit: Giacomini, Rancho Corral de Tierra",,"548432, 550048, 551792, 551859, 563230","14099090, 14116600, 196704, 196705, 196981, 196982, 196983, 196984, 196985, 196986, 196987, 196988, 196989, 196990, 196991","1173688, 1173879","http://www.inaturalist.org/observations/590610, http://www.inaturalist.org/observations/592345, http://www.inaturalist.org/observations/593589, http://www.inaturalist.org/observations/594293, http://www.inaturalist.org/observations/596328",,,,G3G4,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,211460,528957,Active,Lupinus arboreus var. eximius,"bush lupine, San Mateo tree lupine",,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,http://www.inaturalist.org/observations/593220,SC,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,124705,25966,Active,Lupinus bicolor,miniature lupine,"Lupinus polycarpus, Lupinus bicolor var. umbellatus",Accepted,No,Approved,Present,,Native,,Unknown,,Subunit: Giacomini,,"551859, 551896, 93729","14116610, 196992, 196993, 196994, 196995, 196996, 196997, 196998, 196999",1173880,"http://www.inaturalist.org/observations/589278, http://www.inaturalist.org/observations/593098",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,125530,25987,Active,Lupinus chamissonis,chamisso bush lupine,,Accepted,No,Approved,Probably Present,,Native,,,,,,,"192619, 192620, 192621, 197000",,,,,,G3?,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,186797,516252,Active,Lupinus eximius,San Mateo tree lupine,,Accepted,No,Approved,Present,,Native,,,,Subunit: Rancho Corral de Tierra,,,"14099100, 203516",,,,,,G2Q,CA: S2.2
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,125564,26017,Active,Lupinus formosus,summer lupine,,Accepted,No,Approved,Present,,Native,,Unknown,,,,93729,"192622, 192623, 192624",,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,212898,528984,Active,Lupinus formosus var. formosus,summer lupine,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,"203837, 203838, 203839, 203840, 203841, 203842, 203843, 203844, 203845, 204146",,,,,,G5TNR,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,125590,26040,Active,Lupinus latifolius,"broadleaf lupine, broad-leaf lupine",,Accepted,No,Approved,Unconfirmed,,Native,,,,,,93729,,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,291981,566455,Active,Lupinus microcarpus var. densiflorus,,Lupinus densiflorus,Accepted,No,Approved,Present,,Native,,Unknown,,,,548432,,,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,125623,26070,Active,Lupinus nanus,"annual lupine, sky lupine",,Accepted,No,Approved,Present,,Native,,Unknown,,Subunit: Giacomini,,"132716, 548432, 563230","14116620, 186861, 186862, 186863, 186864, 186865, 186866, 186867, 186868, 186869, 186870, 187101, 187102, 187103, 187104, 187105, 187106, 187107, 187108",1173881,"http://www.inaturalist.org/observations/590555, http://www.inaturalist.org/observations/592018, http://www.inaturalist.org/observations/594810, http://www.inaturalist.org/observations/596481",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,124656,25921,Active,Lupinus polyphyllus,"altramuz perenne, bigleaf lupine, garden lupine, marsh lupine, Washington lupine",,Accepted,No,Approved,Unconfirmed,,Native,,,,,,,,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,668149,-743719,Active,Lupinus propinquus,lupine,,Accepted,No,Approved,Probably Present,,Native,,,,,,132716,,,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,126462,26103,Active,Lupinus rivularis,riverbank lupine,,Accepted,No,Approved,Present,,Native,,Uncommon,,,,96337,,,,,,,G2G4,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,126492,26130,Active,Lupinus succulentus,"bigleaf lupine, hollowleaf annual lupine",,Accepted,No,Approved,Present,,Native,,Unknown,,,,548432,,1179441,http://www.inaturalist.org/observations/589968,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,126496,26134,Active,Lupinus tidestromii,"clover lupine, Tidestrom's lupine",,Accepted,No,Approved,Not In Park,False Report,Native,,,,,,,,,,E,,,G1,CA: S1
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,851967,819761,Active,Lupinus variicolor,manycolored lupine,,Accepted,No,In Review,Present,,Unknown,,,,"Subunit: Fort Funston, Giacomini, Rancho Corral de Tierra",,,"14096580, 14099110, 14116630",,"http://www.inaturalist.org/observations/588635, http://www.inaturalist.org/observations/589873, http://www.inaturalist.org/observations/595485, http://www.inaturalist.org/observations/597566",,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,158880,503718,Active,Medicago arabica,"southern burr clover, spotted burrclover, spotted medick",,Accepted,No,Approved,Present,,Non-native,,Unknown,,,,132716,,1462566,http://www.inaturalist.org/observations/604433,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,158887,503721,Active,Medicago lupulina,"black medic, black medic clover, black medick, hop clover, hop medic, nonesuch, yellow trefoil",,Accepted,No,Approved,Present,,Non-native,,Uncommon,,,,96337,,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,158895,503725,Active,Medicago polymorpha,"bur clover, bur medick, burclover, California burclover, toothed medick","Medicago polymorpha var. polymorpha, Medicago polymorpha var. vulgaris, Medicago hispida, Medicago polymorpha var. brevispina",Accepted,No,Approved,Present,,Non-native,,Unknown,,Subunit: Giacomini,,"101059, 132716, 548432, 551792, 563230, 96337",14116640,,"http://www.inaturalist.org/observations/593960, http://www.inaturalist.org/observations/597375, http://www.inaturalist.org/observations/598659, http://www.inaturalist.org/observations/604377",,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,94869,183623,Active,Medicago sativa,alfalfa,,Accepted,No,Approved,Unconfirmed,,Non-native,,,,,,,,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,201731,524303,Active,Medicago sativa ssp. sativa,alfalfa,,Accepted,No,Approved,Unconfirmed,,Non-native,,,,,,,"203544, 203545, 203546",,,,,,GNRTNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,126512,26149,Active,Melilotus alba,white sweetclover,,Accepted,No,Approved,Present,,Non-native,,Uncommon,,,,96337,,,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,159620,503741,Active,Melilotus indicus,"annual yellow sweetclover, Indian sweet-clover",Melilotus indica,Accepted,No,Approved,Present,,Native,,,,"Subunit: Fort Funston, Rancho Corral de Tierra",,"101059, 548432, 551792","14096590, 14099120, 186891, 187316",1462567,"http://www.inaturalist.org/observations/599175, http://www.inaturalist.org/observations/599344, http://www.inaturalist.org/observations/599449, http://www.inaturalist.org/observations/599555, http://www.inaturalist.org/observations/599664",,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,126514,26150,Active,Melilotus officinalis,"cornilla real, field melilot, ribbed melilot, yellow sweetclover, yellow sweet-clover",,Accepted,No,Approved,Unconfirmed,,Non-native,,,,,,101059,,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,167449,506308,Active,Melilotus suaveolens,sweetclover,,Accepted,No,Approved,Unconfirmed,,Non-native,,,,,,,"194823, 194824, 194825",,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,122836,26860,Active,Pickeringia montana,Montana chaparral pea,,Accepted,No,Approved,Present,,Native,,Unknown,,,,563230,"187147, 187148, 187149, 187150, 187151",,http://www.inaturalist.org/observations/601233,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,122843,26867,Active,Pisum sativum,garden pea,,Accepted,No,Approved,Unconfirmed,,Non-native,,,,,,,,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,126552,26185,Active,Robinia pseudo-acacia,black locust,,Accepted,No,Approved,Unconfirmed,,Non-native,,,,,,93729,,,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,173889,-510961,Inactive,Sophora microphylla,kowhai,,Accepted,No,Approved,Unconfirmed,,Unknown,,,,,,93729,,,,,,,,
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,123755,26967,Active,Spartium junceum,Spanish broom,,Accepted,No,Approved,Probably Present,,Non-native,,,,,,,187152,,,,,,GNR,CA: SNA
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,125130,27001,Active,Thermopsis macrophylla,Santa Inez goldenbanner,"Thermopsis macrophylla var. macrophylla, Thermopsis californica",Accepted,No,Approved,Unconfirmed,Adjacent,Native,,,,,,,,,,,,,G1,CA: S1
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,126579,26209,Active,Trifolium albopurpureum,rancheria clover,,Accepted,No,Approved,Unconfirmed,,Native,,,,,,93729,,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,126584,26213,Active,Trifolium amoenum,showy Indian clover,,Accepted,No,Approved,Not In Park,Historical,Native,,,,,,551960,,,,E,,,G1,CA: S1
GOGA,Golden Gate National Recreation Area,Vascular Plant,6,Fabales,Fabaceae,126590,26219,Active,Trifolium angustifolium,narrowleaf crimson clover,,Accepted,No,In Review,Present,,Unknown,,,,"Subunit: Marin Headlands, Rancho Corral de Tierra",,,"14099130, 14119870",,,,,,GNR,CA: SNA
