"Accepted Symbol","Synonym Symbol","Scientific Name","Genus","Family","Family Common Name","Order","Class","Division","Kingdom"
"REIMA","","Reimarochloa","Reimarochloa","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"REINK","","Reinkella","Reinkella","Roccellaceae","","Opegraphales","Ascomycetes","Ascomycota","Fungi"
"RELIC","","Relicina","Relicina","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"REMIR","","Remirea","Remirea","Cyperaceae","Sedge family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"REMYA","","Remya","Remya","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"RENAN","","Renanthera","Renanthera","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"RENEA","","Renealmia","Renealmia","Zingiberaceae","Ginger family","Zingiberales","Liliopsida","Magnoliophyta","Plantae"
"REQUI","","Requienella","Requienella","Pyrenulaceae","","Pyrenulales","Ascomycetes","Ascomycota","Fungi"
"RESED","","Reseda","Reseda","Resedaceae","Mignonette family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"RESTR2","","Restrepiella","Restrepiella","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"RETAM","","Retama","Retama","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"REUSS","","Reussia","Reussia","Pontederiaceae","Water-Hyacinth family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"REUTE","","Reutealis","Reutealis","Euphorbiaceae","Spurge family","Euphorbiales","Magnoliopsida","Magnoliophyta","Plantae"
"REVER","","Reverchonia","Reverchonia","Euphorbiaceae","Spurge family","Euphorbiales","Magnoliopsida","Magnoliophyta","Plantae"
"REYNO","","Reynoldsia","Reynoldsia","Araliaceae","Ginseng family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"REYNO2","","Reynosia","Reynosia","Rhamnaceae","Buckthorn family","Rhamnales","Magnoliopsida","Magnoliophyta","Plantae"
"RHABD","","Rhabdadenia","Rhabdadenia","Apocynaceae","Dogbane family","Gentianales","Magnoliopsida","Magnoliophyta","Plantae"
"RHABD2","","Rhabdoweisia","Rhabdoweisia","Dicranaceae","","Dicranales","Bryopsida","Bryophyta","Plantae"
"RHACH","","Rhachithecium","Rhachithecium","Rhachitheciaceae","","Orthotrichales","Bryopsida","Bryophyta","Plantae"
"RHAGA","","Rhagadiolus","Rhagadiolus","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"RHAMN","","Rhamnus","Rhamnus","Rhamnaceae","Buckthorn family","Rhamnales","Magnoliopsida","Magnoliophyta","Plantae"
"RHAPH","","Rhaphiolepis","Rhaphiolepis","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"RHAPI","","Rhapidophyllum","Rhapidophyllum","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"RHEUM","","Rheum","Rheum","Polygonaceae","Buckwheat family","Polygonales","Magnoliopsida","Magnoliophyta","Plantae"
"RHEXI","","Rhexia","Rhexia","Melastomataceae","Melastome family","Myrtales","Magnoliopsida","Magnoliophyta","Plantae"
"RHEXO","","Rhexophyllum","Rhexophyllum","Pottiaceae","","Pottiales","Bryopsida","Bryophyta","Plantae"
"RHINA","","Rhinanthus","Rhinanthus","Scrophulariaceae","Figwort family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"RHIPS","","Rhipsalis","Rhipsalis","Cactaceae","Cactus family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"RHIZO3","","Rhizocarpon","Rhizocarpon","Rhizocarpaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"RHIZO2","","Rhizomnium","Rhizomnium","Mniaceae","","Bryales","Bryopsida","Bryophyta","Plantae"
"RHIZO","","Rhizophora","Rhizophora","Rhizophoraceae","Red Mangrove family","Rhizophorales","Magnoliopsida","Magnoliophyta","Plantae"
"RHIZO4","","Rhizoplaca","Rhizoplaca","Lecanoraceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"RHODA","","Rhodanthe","Rhodanthe","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"RHODI","","Rhodiola","Rhodiola","Crassulaceae","Stonecrop family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"RHODO5","","Rhodobryum","Rhodobryum","Bryaceae","","Bryales","Bryopsida","Bryophyta","Plantae"
"RHODO","","Rhododendron","Rhododendron","Ericaceae","Heath family","Ericales","Magnoliopsida","Magnoliophyta","Plantae"
"RHODO4","","Rhododon","Rhododon","Lamiaceae","Mint family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"RHODO2","","Rhodomyrtus","Rhodomyrtus","Myrtaceae","Myrtle family","Myrtales","Magnoliopsida","Magnoliophyta","Plantae"
"RHODO3","","Rhodotypos","Rhodotypos","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"RHUS","","Rhus","Rhus","Anacardiaceae","Sumac family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"RHYNC2","","Rhynchosia","Rhynchosia","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"RHYNC5","","Rhynchosida","Rhynchosida","Malvaceae","Mallow family","Malvales","Magnoliopsida","Magnoliophyta","Plantae"
"RHYNC3","","Rhynchospora","Rhynchospora","Cyperaceae","Sedge family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"RHYTI2","","Rhytidiadelphus","Rhytidiadelphus","Hylocomiaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"RHYTI3","","Rhytidiopsis","Rhytidiopsis","Hylocomiaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"RHYTI4","","Rhytidium","Rhytidium","Rhytidiaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"RHYTI5","","Rhytidophyllum","Rhytidophyllum","Gesneriaceae","Gesneriad family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"RIBES","","Ribes","Ribes","Grossulariaceae","Currant family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"RICCA","","Riccardia","Riccardia","Aneuraceae","","Metzgeriales","Hepaticopsida","Hepaticophyta","Plantae"
"RICCI","","Riccia","Riccia","Ricciaceae","","Marchantiales","Hepaticopsida","Hepaticophyta","Plantae"
"RICCI2","","Ricciocarpos","Ricciocarpos","Ricciaceae","","Marchantiales","Hepaticopsida","Hepaticophyta","Plantae"
"RICHA","","Richardia","Richardia","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"RICIN2","","Ricinodendron","Ricinodendron","Euphorbiaceae","Spurge family","Euphorbiales","Magnoliopsida","Magnoliophyta","Plantae"
"RICIN","","Ricinus","Ricinus","Euphorbiaceae","Spurge family","Euphorbiales","Magnoliopsida","Magnoliophyta","Plantae"
"RIELL","","Riella","Riella","Riellaceae","","Sphaerocarpales","Hepaticopsida","Hepaticophyta","Plantae"
"RIGIO","","Rigiopappus","Rigiopappus","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"RIMEL2","","Rimelia","Rimelia","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"RIMEL3","","Rimeliella","Rimeliella","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"RIMUL","","Rimularia","Rimularia","Rimulariaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"RINOD","","Rinodina","Rinodina","Physciaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"RIVIN","","Rivina","Rivina","Phytolaccaceae","Pokeweed family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ROBIN","","Robinia","Robinia","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"ROCCE","","Roccella","Roccella","Roccellaceae","","Opegraphales","Ascomycetes","Ascomycota","Fungi"
"ROCCE2","","Roccellina","Roccellina","Roccellaceae","","Opegraphales","Ascomycetes","Ascomycota","Fungi"
"ROCHE","","Rochefortia","Rochefortia","Boraginaceae","Borage family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"RODGE","","Rodgersia","Rodgersia","Saxifragaceae","Saxifrage family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"ROELL","","Roellia","Roellia","Bryaceae","","Bryales","Bryopsida","Bryophyta","Plantae"
"ROEME","","Roemeria","Roemeria","Papaveraceae","Poppy family","Papaverales","Magnoliopsida","Magnoliophyta","Plantae"
"ROLAN","","Rolandra","Rolandra","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ROLDA","","Roldana","Roldana","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"ROLLA","","Rollandia","Rollandia","Campanulaceae","Bellflower family","Campanulales","Magnoliopsida","Magnoliophyta","Plantae"
"ROLLI","","Rollinia","Rollinia","Annonaceae","Custard-apple family","Magnoliales","Magnoliopsida","Magnoliophyta","Plantae"
"ROMAN","","Romanzoffia","Romanzoffia","Hydrophyllaceae","Waterleaf family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"ROMNE","","Romneya","Romneya","Papaveraceae","Poppy family","Papaverales","Magnoliopsida","Magnoliophyta","Plantae"
"ROMUL","","Romulea","Romulea","Iridaceae","Iris family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"RONDE","","Rondeletia","Rondeletia","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"ROPAL","","Ropalospora","Ropalospora","Fuscideaceae","","Teloschistales","Ascomycetes","Ascomycota","Fungi"
"RORIP","","Rorippa","Rorippa","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"ROSA5","","Rosa","Rosa","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"ROSEL2","","Roselliniella","Roselliniella","Uncertain Ascomycota Family","","Uncertain Ascomycota Order","Uncertain Ascomycota Class","Ascomycota","Fungi"
"ROSEL","","Roselliniopsis","Roselliniopsis","Uncertain Ascomycota Family","","Uncertain Ascomycota Order","Uncertain Ascomycota Class","Ascomycota","Fungi"
"ROSEL3","","Rosellinula","Rosellinula","Uncertain Ascomycota Family","","Uncertain Ascomycota Order","Uncertain Ascomycota Class","Ascomycota","Fungi"
"ROSMA","","Rosmarinus","Rosmarinus","Lamiaceae","Mint family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"ROSTR","","Rostraria","Rostraria","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ROTAL","","Rotala","Rotala","Lythraceae","Loosestrife family","Myrtales","Magnoliopsida","Magnoliophyta","Plantae"
"ROTTB","","Rottboellia","Rottboellia","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"ROURE","","Rourea","Rourea","Connaraceae","Cannarus family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"ROUSS","","Rousselia","Rousselia","Urticaceae","Nettle family","Urticales","Magnoliopsida","Magnoliophyta","Plantae"
"ROYST","","Roystonea","Roystonea","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"RUBIA","","Rubia","Rubia","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"RUBUS","","Rubus","Rubus","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"RUDBE","","Rudbeckia","Rudbeckia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"RUELL","","Ruellia","Ruellia","Acanthaceae","Acanthus family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"RUGEL","","Rugelia","Rugelia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"RUMEX","","Rumex","Rumex","Polygonaceae","Buckwheat family","Polygonales","Magnoliopsida","Magnoliophyta","Plantae"
"RUMOH","","Rumohra","Rumohra","Dryopteridaceae","Wood Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"RUPER","","Rupertia","Rupertia","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"RUPPI","","Ruppia","Ruppia","Ruppiaceae","Ditch-grass family","Najadales","Liliopsida","Magnoliophyta","Plantae"
"RUSSE","","Russelia","Russelia","Scrophulariaceae","Figwort family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"RUTA5","","Ruta","Ruta","Rutaceae","Rue family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"RYTID2","","Rytidosperma","Rytidosperma","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"SABA15","","Saba","Saba","Apocynaceae","Dogbane family","Gentianales","Magnoliopsida","Magnoliophyta","Plantae"
"SABAL","","Sabal","Sabal","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"SABAT","","Sabatia","Sabatia","Gentianaceae","Gentian family","Gentianales","Magnoliopsida","Magnoliophyta","Plantae"
"SABIC","","Sabicea","Sabicea","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"SACCH","","Saccharum","Saccharum","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"SACCI","","Sacciolepis","Sacciolepis","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"SACCO","","Saccoloma","Saccoloma","Dennstaedtiaceae","Bracken Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"SACHS","","Sachsia","Sachsia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"SADLE","","Sadleria","Sadleria","Blechnaceae","Chain Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"SAELA2","","Saelania","Saelania","Ditrichaceae","","Dicranales","Bryopsida","Bryophyta","Plantae"
"SAGED","","Sagediopsis","Sagediopsis","Adelococcaceae","","Verrucariales","Ascomycetes","Ascomycota","Fungi"
"SAGER","","Sageretia","Sageretia","Rhamnaceae","Buckthorn family","Rhamnales","Magnoliopsida","Magnoliophyta","Plantae"
"SAGIN","","Sagina","Sagina","Caryophyllaceae","Pink family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"SAGIO","","Sagiolechia","Sagiolechia","Gomphillaceae","","Graphidales","Ascomycetes","Ascomycota","Fungi"
"SAGIT","","Sagittaria","Sagittaria","Alismataceae","Water-plantain family","Alismatales","Liliopsida","Magnoliophyta","Plantae"
"SAGRA","","Sagraea","Sagraea","Melastomataceae","Melastome family","Myrtales","Magnoliopsida","Magnoliophyta","Plantae"
"SAINT","","Saintpaulia","Saintpaulia","Gesneriaceae","Gesneriad family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"SAIRO","","Sairocarpus","Sairocarpus","Scrophulariaceae","Figwort family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"SALAC5","","Salacca","Salacca","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"SALAC6","","Salacia","Salacia","Celastraceae","Bittersweet family","Celastrales","Magnoliopsida","Magnoliophyta","Plantae"
"SALAZ","","Salazaria","Salazaria","Lamiaceae","Mint family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"SALIC","","Salicornia","Salicornia","Chenopodiaceae","Goosefoot family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"SALIX","","Salix","Salix","Salicaceae","Willow family","Salicales","Magnoliopsida","Magnoliophyta","Plantae"
"SALME","","Salmea","Salmea","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"SALOM","","Salomonia","Salomonia","Polygalaceae","Milkwort family","Polygalales","Magnoliopsida","Magnoliophyta","Plantae"
"SALPI","","Salpichroa","Salpichroa","Solanaceae","Potato family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"SALPI3","","Salpiglossis","Salpiglossis","Solanaceae","Potato family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"SALSO","","Salsola","Salsola","Chenopodiaceae","Goosefoot family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"SALTU","","Saltugilia","Saltugilia","Polemoniaceae","Phlox family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"SALVI","","Salvia","Salvia","Lamiaceae","Mint family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"SALVI2","","Salvinia","Salvinia","Salviniaceae","Floating Fern family","Hydropteridales","Filicopsida","Pteridophyta","Plantae"
"SAMAD","","Samadera","Samadera","Simaroubaceae","Quassia family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"SAMAN","","Samanea","Samanea","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"SAMBU","","Sambucus","Sambucus","Caprifoliaceae","Honeysuckle family","Dipsacales","Magnoliopsida","Magnoliophyta","Plantae"
"SAMOL","","Samolus","Samolus","Primulaceae","Primrose family","Primulales","Magnoliopsida","Magnoliophyta","Plantae"
"SAMYD","","Samyda","Samyda","Flacourtiaceae","Flacourtia family","Violales","Magnoliopsida","Magnoliophyta","Plantae"
"SANCH","","Sanchezia","Sanchezia","Acanthaceae","Acanthus family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"SANDO","","Sandoricum","Sandoricum","Meliaceae","Mahogany family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"SANGU","","Sanguinaria","Sanguinaria","Papaveraceae","Poppy family","Papaverales","Magnoliopsida","Magnoliophyta","Plantae"
"SANGU2","","Sanguisorba","Sanguisorba","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"SANIC","","Sanicula","Sanicula","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"SANIO","","Sanionia","Sanionia","Amblystegiaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"SANSE","","Sansevieria","Sansevieria","Agavaceae","Century-plant family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"SANTA","","Santalum","Santalum","Santalaceae","Sandalwood family","Santalales","Magnoliopsida","Magnoliophyta","Plantae"
"SANTO","","Santolina","Santolina","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"SANVI","","Sanvitalia","Sanvitalia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"SAPIN","","Sapindus","Sapindus","Sapindaceae","Soapberry family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"SAPIU","","Sapium","Sapium","Euphorbiaceae","Spurge family","Euphorbiales","Magnoliopsida","Magnoliophyta","Plantae"
"SAPON","","Saponaria","Saponaria","Caryophyllaceae","Pink family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"SAPOT","","Sapota","Sapota","Sapotaceae","Sapodilla family","Ebenales","Magnoliopsida","Magnoliophyta","Plantae"
"SARCO","","Sarcobatus","Sarcobatus","Chenopodiaceae","Goosefoot family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"SARCO5","","Sarcocornia","Sarcocornia","Chenopodiaceae","Goosefoot family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"SARCO2","","Sarcodes","Sarcodes","Monotropaceae","Indian Pipe family","Ericales","Magnoliopsida","Magnoliophyta","Plantae"
"SARCO6","","Sarcographa","Sarcographa","Graphidaceae","","Graphidales","Ascomycetes","Ascomycota","Fungi"
"SARCO7","","Sarcogyne","Sarcogyne","Acarosporaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"SARCO10","","Sarcopygme","Sarcopygme","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"SARCO9","","Sarcopyrenia","Sarcopyrenia","Uncertain Ascomycota Family","","Uncertain Ascomycota Order","Uncertain Ascomycota Class","Ascomycota","Fungi"
"SARCO8","","Sarcosagium","Sarcosagium","Acarosporaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"SAREA","","Sarea","Sarea","Agyriaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"SARIT","","Saritaea","Saritaea","Bignoniaceae","Trumpet-creeper family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"SARME","","Sarmenthypnum","Sarmenthypnum","Amblystegiaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"SARMI","","Sarmienta","Sarmienta","Gesneriaceae","Gesneriad family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"SARRA","","Sarracenia","Sarracenia","Sarraceniaceae","Pitcher-plant family","Nepenthales","Magnoliopsida","Magnoliophyta","Plantae"
"SARTW","","Sartwellia","Sartwellia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"SASA20","","Sasa","Sasa","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
