"decimalLongitude","decimalLatitude","category","kingdom","phylum","class","order","family","genus","speciesFixed","year","month","hour","userNumber","original.inat.taxonID"
-118.739813,34.102308,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Platanaceae","Platanus","Platanus racemosa",2015,11,20,7603,58231
-118.740365,34.101096,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Rhamnus","Rhamnus ilicifolia",2015,11,21,7603,58308
-118.743995,34.096276,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Rhus","Rhus aromatica",2015,11,21,7603,58738
-118.745136,34.096158,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Ericameria","Ericameria palmeri",2015,11,21,7603,76888
-118.745157,34.095963,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Cercocarpus","Cercocarpus betuloides",2015,11,21,7603,63977
-118.745264,34.096052,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Ceanothus","Ceanothus spinosus",2015,11,21,7603,64126
-118.746696,34.097209,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus","Populus nigra",2015,11,21,7603,339979
-118.749144,34.096697,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Ceanothus","Ceanothus cuneatus",2015,11,21,7603,49673
-118.75103,34.096536,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Rhus","Rhus ovata",2015,11,21,7603,64121
-118.751245,34.096483,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus berberidifolia",2015,11,21,7603,57082
-118.753535,34.096265,"Plant","Plantae","Pinophyta","Pinopsida","Pinales","Cupressaceae","Calocedrus","Calocedrus decurrens",2015,11,21,7603,53723
-118.75448,34.096236,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Epilobium","Epilobium canum",2015,11,21,7603,53051
-118.754882,34.096005,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Heteromeles","Heteromeles arbutifolia",2015,11,21,7603,53405
-118.755448,34.096576,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus ilicifolia",2015,11,21,7603,57250
-118.760139,34.097133,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerella","Passerella iliaca",2015,11,21,7603,9156
-118.760399,34.096978,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arctostaphylos","Arctostaphylos glandulosa",2015,11,22,7603,53353
-118.760817,34.09704,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Malacothrix","Malacothrix saxatilis",2015,11,22,7603,77940
-118.761278,34.097298,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Eriogonum","Eriogonum fasciculatum",2015,11,22,7603,54999
-118.761514,34.097298,"Herp","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Uta","Uta stansburiana",2015,11,22,7603,36094
-118.724737,34.105247,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia ficus-indica",2015,11,0,7603,64119
-118.754026,34.096283,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer","Acer macrophyllum",2015,11,22,7603,48227
-118.411691,34.120508,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix","Aix sponsa",2015,10,22,12358,7107
-118.742396,34.097893,"Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae","Lecanora","Lecanora muralis",2015,11,21,7603,154082
-118.760478,34.097231,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Ceanothus","Ceanothus spinosus",2015,11,22,7603,64126
-118.760344,34.097171,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Acmispon","Acmispon glaber",2015,11,22,7603,53134
-118.75901,34.09529,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer","Acer macrophyllum",2015,11,22,7603,48227
-118.75794,34.096111,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Heteromeles","Heteromeles arbutifolia",2015,11,22,7603,53405
-118.755496,34.096498,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Ceanothus","Ceanothus spinosus",2015,11,22,7603,64126
-118.755324,34.096205,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Eriogonum","Eriogonum fasciculatum",2015,11,22,7603,54999
-118.753491,34.09616,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Oleaceae","Fraxinus","Fraxinus dipetala",2015,11,22,7603,58939
-118.749872,34.09624,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Stephanomeria","Stephanomeria virgata",2015,11,22,7603,56985
-118.736294,34.100754,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus","Populus nigra",2015,11,23,7603,339979
-118.729371,34.105866,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Schinus","Schinus molle",2015,11,0,7603,57354
-118.5796283333,34.0803138333,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Coluber","Coluber lateralis",2015,11,18,9543,49700
-118.9286864695,34.119712202,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Corethrogyne","Corethrogyne filaginifolia",2015,11,18,7201,58014
-118.546148,34.076186,"Bird","Animalia","Chordata","Aves","Passeriformes","Paradoxornithidae","Chamaea","Chamaea fasciata",2015,11,NA,4571,15256
-118.546072,34.07573,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerella","Passerella iliaca",2015,11,NA,4571,9156
-118.6363227327,34.0363164293,"Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Grapsidae","Pachygrapsus","Pachygrapsus crassipes",2015,12,19,12462,47188
-118.412253,34.115098,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas platyrhynchos",2015,11,NA,12469,236935
-118.3832521911,34.1216582186,"Bird","Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Calypte","Calypte anna",2015,12,4,12477,6317
-118.5285148232,34.093723796,"Invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Dysderidae","Dysdera","Dysdera crocata",2015,12,18,12480,68912
-118.544779,34.084525,"Mammal","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus niger",2015,12,NA,12301,46020
-118.7183892896,34.1708505088,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Arionidae","Hesperarion","Hesperarion hemphilli",2015,5,17,7603,172166
-118.913891,34.108536,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium","Delphinium cardinale",2014,6,17,7603,76623
-118.758036,34.117125,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Paeoniaceae","Paeonia","Paeonia californica",2015,2,18,7603,58223
-118.755613,34.116077,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Lamium","Lamium amplexicaule",2015,2,18,7603,55459
-118.961763,34.149868,"Invertebrate","Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Dermacentor","Dermacentor occidentalis",2014,6,19,7603,83016
-118.8001822975,34.0170013444,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus plummerae",2014,6,19,7603,75943
-118.963507,34.147462,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Croton","Croton setiger",2014,6,20,7603,154156
-118.8106004484,34.0430018403,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Trichostema","Trichostema lanatum",2015,3,17,7603,58931
-118.7607230154,34.1165014822,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Artemisia californica",2015,12,17,7603,53357
-118.7618036104,34.1165373987,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Rhamnus","Rhamnus ilicifolia",2015,12,17,7603,58308
-118.7647373603,34.1169374669,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Adenostoma","Adenostoma fasciculatum",2015,12,17,7603,47146
-118.7652405259,34.1169849504,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia mellifera",2015,12,17,7603,50643
-118.763523996,34.1165206768,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia mellifera",2015,12,18,7603,50643
-118.75626795,34.117081007,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula","Frangula californica",2015,12,18,7603,53423
-118.754151268,34.1193362,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia leucophylla",2015,12,18,7603,58191
-118.7549499796,34.118695152,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Distichlis","Distichlis spicata",2015,12,18,7603,58372
-118.7550907956,34.1185535398,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2015,12,18,7603,53359
-118.7559371163,34.1146608582,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2015,12,19,7603,53359
-118.7561045029,34.1143066809,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus agrifolia",2015,12,19,7603,47850
-118.756619,34.115118,"Bird","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Catherpes","Catherpes mexicanus",2015,12,16,7603,7464
-118.759919,34.115757,"Bird","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Catherpes","Catherpes mexicanus",2013,3,15,7603,7464
-118.756799,34.114961,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Chondestes","Chondestes grammacus",2015,12,16,7603,10479
-118.756746,34.115142,"Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Tanystoma","Tanystoma maculicolle",2015,12,16,7603,318487
-118.756727,34.115033,"Bird","Animalia","Chordata","Aves","Passeriformes","Paridae","Baeolophus","Baeolophus inornatus",2015,12,16,7603,13633
-118.757073,34.115351,"Invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Mogoplistidae","Hoplosphyrum","Hoplosphyrum boreale",2015,12,16,7603,120480
-118.752379,34.117134,"Bird","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga","Aratinga nenday",2015,12,16,7603,367562
-118.757382,34.115489,"Invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Stenopelmatidae","Stenopelmatus","Stenopelmatus",2015,12,16,7603,53898
-118.756527,34.113693,"Invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Aleyrodidae","Aleuroparadoxus","Aleuroparadoxus iridescens",2015,12,19,7603,483987
-118.756571,34.113739,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula","Frangula californica",2015,12,19,7603,53423
-118.756686,34.113917,"Invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Linepithema","Linepithema humile",2015,12,19,7603,68165
-118.756553,34.114127,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Ulmaceae","Ulmus","Ulmus pumila",2015,12,19,7603,79463
-118.755947,34.114705,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2015,12,19,7603,53359
-118.756137,34.116799,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Conium","Conium maculatum",2015,12,18,7603,52998
-118.763599,34.116681,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus agrifolia",2015,12,17,7603,47850
-118.764718,34.116908,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera","Lonicera subspicata",2015,12,17,7603,58100
-118.75636,34.114354,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Geraniales","Geraniaceae","Erodium","Erodium cicutarium",2015,12,19,7603,47687
-118.760721,34.116479,"Bird","Animalia","Chordata","Aves","Passeriformes","Mimidae","Toxostoma","Toxostoma redivivum",2015,12,18,7603,14906
-118.7945186315,34.0167474691,"Invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Dermestidae","Anthrenus","Anthrenus verbasci",2015,2,20,7603,120113
-118.5122125783,34.1192357848,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Heteromeles","Heteromeles arbutifolia",2015,12,20,12587,53405
-118.514352562,34.1083307192,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus agrifolia",2015,12,20,12587,47850
-118.512058938,34.1190006724,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Rhus","Rhus ovata",2015,12,20,12589,64121
-118.412253,34.115098,"Bird","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica americana",2015,12,NA,2530,473
-118.814306,34.099613,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus clavatus",2009,5,10,49,58359
-118.885395,34.051308,"Bird","Animalia","Chordata","Aves","Passeriformes","Mimidae","Toxostoma","Toxostoma redivivum",2015,10,NA,2144,14906
-118.5548467097,34.117155103,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Rhus","Rhus ovata",2015,12,21,7869,64121
-118.5554808007,34.1115944647,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Heteromeles","Heteromeles arbutifolia",2015,12,21,7869,53405
-118.5566053168,34.1108343099,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Malosma","Malosma laurina",2015,12,21,7869,64122
-118.554107342,34.1218079813,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Platanaceae","Platanus","Platanus racemosa",2015,12,19,7869,58231
-118.5624117126,34.123405614,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Hesperoyucca","Hesperoyucca whipplei",2015,12,20,7869,58362
-118.5610691832,34.123951192,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Epilobium","Epilobium canum",2015,12,19,7869,53051
-118.5606601463,34.1095919442,"Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga coronata",2015,12,21,7869,126562
-118.503,34.0173333333,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Encelia","Encelia californica",2011,3,14,49,64141
-118.5879883333,34.0937166667,"Bird","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes formicivorus",2015,12,16,12059,18209
-118.51363556,34.11497614,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Rhus","Rhus ovata",2015,12,20,12583,64121
-118.51223004,34.1186899,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Eriogonum","Eriogonum fasciculatum",2015,12,20,12649,54999
-118.9318,34.1203,"Herp","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps nigriventris",2009,10,NA,12667,27474
-118.9318,34.1203,"Herp","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha torosa",2009,10,NA,12667,27818
-118.828895,34.020008,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alba",2015,12,0,7603,3849
-118.584988,34.097342,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerella","Passerella iliaca",2016,1,NA,12601,343342
-118.580997,34.098159,"Bird","Animalia","Chordata","Aves","Passeriformes","Paradoxornithidae","Chamaea","Chamaea fasciata",2016,1,NA,12601,15256
-118.705422,34.032119,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia terracina",2016,1,17,7603,77119
-118.705497,34.032181,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia terracina",2016,1,17,7603,77119
-118.706111,34.034093,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Geraniales","Geraniaceae","Erodium","Erodium moschatum",2016,1,18,7603,57092
-118.704093,34.034308,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus ursinus",2016,1,18,7603,53445
-118.704055,34.034306,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Cyperus","Cyperus involucratus",2016,1,18,7603,76588
-118.684123,34.038547,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia terracina",2016,1,17,7603,77119
-118.684112,34.038227,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Tropaeolaceae","Tropaeolum","Tropaeolum majus",2016,1,17,7603,54329
-118.684112,34.038174,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","Oxalis pes-caprae",2016,1,17,7603,53169
-118.684091,34.03805,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah","Marah macrocarpa",2016,1,17,7603,77959
-118.689224,34.035897,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia terracina",2016,1,16,7603,77119
-118.684674,34.032355,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","Oxalis pes-caprae",2016,1,16,7603,53169
-118.682582,34.031625,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Eriogonum","Eriogonum parvifolium",2016,1,16,7603,77018
-118.6999667903,34.0979963355,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus agrifolia",2016,1,19,3856,47850
-118.70006426,34.09886399,"Invertebrate","Animalia","Arthropoda","Insecta","Dermaptera","Forficulidae","Forficula","Forficula auricularia",2016,1,19,11821,61524
-118.6995609385,34.0980886622,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus agrifolia",2016,1,19,7280,47850
-118.698668182,34.0985405306,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Marrubium","Marrubium vulgare",2016,1,19,3856,54605
-118.6980666667,34.098575,"Invertebrate","Animalia","Arthropoda","Insecta","Dermaptera","Forficulidae","Forficula","Forficula auricularia",2016,1,19,3856,61524
-118.6980043353,34.0991533315,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Hesperoyucca","Hesperoyucca whipplei",2016,1,19,7460,58362
-118.6980046706,34.099011384,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia mellifera",2016,1,19,3856,50643
-118.6979844702,34.0993141383,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Hesperoyucca","Hesperoyucca whipplei",2016,1,20,3856,58362
-118.6980502681,34.0996121988,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma","Aphelocoma californica",2016,1,20,7280,7844
-118.6980108732,34.0991860628,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Hesperoyucca","Hesperoyucca whipplei",2016,1,19,7280,58362
-118.6979696342,34.0987534728,"Invertebrate","Animalia","Arthropoda","Insecta","Dermaptera","Forficulidae","Forficula","Forficula auricularia",2016,1,19,7280,61524
-118.6980232784,34.0994499252,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Artemisia californica",2016,1,20,3856,53357
-119.012661,34.070294,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2016,1,NA,2530,42220
-118.5223325069,34.1089090197,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Tinea","Tinea pellionella",2015,11,NA,11745,193928
-118.51225934,34.11941553,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Heteromeles","Heteromeles arbutifolia",2015,12,22,6974,53405
-118.411201,34.120238,"Bird","Animalia","Chordata","Aves","Passeriformes","Paridae","Baeolophus","Baeolophus inornatus",2016,1,18,44,13633
-118.411201,34.120238,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2016,1,18,44,9176
-118.411201,34.120238,"Bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",2016,1,18,44,12727
-118.411201,34.120238,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma","Aphelocoma californica",2016,1,18,44,506118
-118.411201,34.120238,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix","Aix sponsa",2016,1,17,44,7107
-118.411201,34.120238,"Bird","Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","Catharus guttatus",2016,1,17,44,12890
-118.411201,34.120238,"Bird","Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","Regulus calendula",2016,1,17,44,117095
-118.411201,34.120238,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2016,1,17,44,1409
-118.411201,34.120238,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya collaris",2016,1,17,44,7044
-118.5691642102,34.0739727463,"Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga coronata",2015,12,18,44,145245
-118.5306878368,34.0736666067,"Bird","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Sayornis saya",2015,12,23,44,17009
-118.410126,34.119536,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerella","Passerella iliaca",2015,12,19,44,9156
-118.410126,34.119536,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2015,12,19,44,9176
-118.4116,34.120297,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya collaris",2015,12,19,44,7044
-118.4116,34.120297,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas americana",2015,12,19,44,6985
-118.4116,34.120297,"Bird","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","Thryomanes bewickii",2015,12,18,44,7576
-118.4116,34.120297,"Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga coronata",2015,12,18,44,145245
-118.4116,34.120297,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix","Aix sponsa",2015,12,18,44,7107
-118.409348,34.12283,"Bird","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","Picoides nuttallii",2015,12,18,44,17645
-118.685328,34.033141,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea alba",2016,1,18,3172,144455
-118.5876023501,34.0900717441,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","Cornu","Cornu aspersum",2016,1,18,2530,480298
-118.6846275726,34.0336067474,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea alba",2016,1,18,12462,144455
-118.7265425417,34.1896005804,"Bird","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius nivosus",2016,1,20,12462,144485
-119.01460246,34.07527631,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana","Nicotiana glauca",2016,1,20,12971,58334
-119.01411712,34.07617214,"Herp","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus","Sceloporus occidentalis",2016,1,20,12971,36204
-118.6311076266,34.1371896103,"Invertebrate","Animalia","Arthropoda","Chilopoda","Scolopendromorpha","Scolopendridae","Scolopendra","Scolopendra polymorpha",2016,1,18,12989,53762
-118.544779,34.084525,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","Cornu","Cornu aspersum",2016,1,NA,12301,480298
-118.9368266497,34.0450135814,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius phaeopus",2016,1,20,6988,3901
-118.9374657616,34.0480974886,"Bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus heermanni",2016,1,20,6988,4353
-118.934108,34.044561,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Limosa fedoa",2016,1,20,6988,3954
-118.934129,34.0448,"Bird","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pluvialis squatarola",2016,1,20,6988,4892
-118.9503315804,34.0544139176,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus occidentalis",2016,1,20,6988,123829
-118.9354571001,34.0442005269,"Bird","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax pelagicus",2016,1,20,6988,4283
-118.934484,34.044339,"Plants","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Macrocystis","Macrocystis pyrifera",2016,1,20,6988,124748
-118.5483398014,34.0993223753,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","Cornu","Cornu aspersum",2016,1,NA,2530,480298
-118.9507965838,34.1421421431,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Artemisia douglasiana",2016,1,19,13056,52854
-118.5943594344,34.0972748142,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","Cornu","Cornu aspersum",2016,2,19,12480,480298
-118.7536058289,34.2094837785,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Oxychilidae","Oxychilus","Oxychilus draparnaudi",2016,2,19,13144,226720
-118.9617068042,34.1506954981,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Rhus","Rhus integrifolia",2016,2,17,13056,55009
-118.70456745,34.10326041,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2016,1,17,6974,42220
-118.6979703886,34.0977646597,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2016,1,19,7280,53359
-118.9792213013,34.1528277706,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Hesperoyucca","Hesperoyucca whipplei",2016,2,23,10750,58362
-118.9788628582,34.152737837,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia","Eschscholzia californica",2016,2,23,10750,48225
-118.5785009434,34.1120385379,"Herp","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus","Sceloporus occidentalis",2016,2,18,1866,36207
